'class','V1','V2','V3','V4','V5','V6','V7','V8','V9','V10','V11','V12','V13','V14','V15','V16','V17','V18','V19','V20','V21','V22'
"0",215,1986,1002,107,0,4,"176025715291317056","195989125409701600","207666989119360128","227467735033878400","244371241460859776","263002419797068224","272353944632959808","294355554689639424","322817322149739584","333153808556711168","358118711995039424","376133110504521408","394147509014003392",57,2,"NaN"
"0",215,1986,1002,107,0,8,"176025715291317056","195989125409701600","207666989119360128","227467735033878400","244371241460859776","263002419797068224","272353944632959808","294355554689639424","322817322149739584","339581865489299968","358846119168703552","376860517678185536","394874916187667520",57,?,"NaN"
"0",220,1970,?,?,5,17,"175483401479938944","195989125409701600","203276841849851264","NaN","246273830535844160","268774126621293632","279437087237855968","304075516466593472","322817322149739584","340308098002448704","348398750218085376","366413148727567360","384427547237049344",15,58,"NaN"
"0",220,1980,992,45,13,21,"178479557193678912","195989125409701600","215900386869103232","233573519323093824","243408290218892000","265925674143391168","283434613164984288","304075516466593472","322817322149739584","334548497353657920","358846119168703552","376860517678185536","394874916187667520",75,?,"NaN"
"0",221,1970,?,?,0,9,"165286893686900544","195989125409701600","202587903456362720","NaN","244371241460859776","268774126621293632","279437087237855968","304075516466593472","322817322149739584","340971519593873280","358118711995039424","366413148727567360","384427547237049344",22,8,"NaN"
"0",224,1983,515,80,0,8,"171825797296267296","195989125409701600","208816410031119520","221933907782407072","244977795434229536","253508935318742720","271445186933788288","294355554689639424","322817322149739584","338803273483570752","358846119168703552","376860517678185536","394874916187667520",53,?,"NaN"
"0",226,1986,1037,92,4,9,"174516859063933472","195989125409701600","201932742862370368","218953106649399008","244371241460859776","268594260403483168","272353944632959808","294355554689639424","322817322149739584","339556988377530176","358118711995039424","376133110504521408","394147509014003392",58,3,"NaN"
"0",227,1980,184,7,0,8,"163652452270779200","195989125409701600","201505506921427968","224298781912143488","240617165455303520","256701256338866848","283434613164984288","304075516466593472","322817322149739584","339181072701838528","358118711995039424","376133110504521408","384427547237049344",188,46,"NaN"
"0",228,1970,?,?,5,9,"174009095306654432","195989125409701600","203850903059333728","NaN","246273830535844160","268774126621293632","279437087237855968","304075516466593472","322817322149739584","340239959992024384","358118711995039424","366413148727567360","384427547237049344",36,47,"NaN"
"0",228,1986,31,3,3,8,"173295867088980736","195989125409701600","201932742862370368","226987154786338304","243131486953828512","254145611583528896","272353944632959808","294355554689639424","322817322149739584","339181072701838528","358118711995039424","376133110504521408","384427547237049344",206,46,"NaN"
"0",231,1980,918,156,2,16,"162604866648472416","195989125409701600","203276841849851264","224134947315892960","238301249925067680","256006037886024192","283434613164984288","304075516466593472","322817322149739584","339581865489299968","358846119168703552","376860517678185536","394874916187667520",40,?,"NaN"
"0",232,1986,?,?,2,8,"177727932856573632","195989125409701600","206749524610628096","NaN","246273830535844160","268774126621293632","272353944632959808","294355554689639424","322817322149739584","339181072701838528","358118711995039424","376133110504521408","384427547237049344",18,46,"NaN"
"0",235,1970,?,?,5,9,"179184647649808800","195989125409701600","216040492851079936","NaN","250707313651938016","268774126621293632","279437087237855968","304075516466593472","322817322149739584","339653628758182592","358118711995039424","366413148727567360","384427547237049344",35,7,"NaN"
"0",235,1980,1263,140,3,9,"177067185257766400","195989125409701600","207194654539977600","223164892384579744","237368859608199328","257131804494913568","283434613164984288","304075516466593472","322817322149739584","339556988377530176","358118711995039424","376133110504521408","394147509014003392",39,3,"NaN"
"0",237,1970,?,?,1,5,"171956886560419232","195989125409701600","216010577199851904","NaN","244977795434229536","268774126621293632","279437087237855968","304075516466593472","322817322149739584","333262082528533248","358846119168703552","376860517678185536","394874916187667520",30,?,"NaN"
"0",237,1983,?,?,1,4,"172758030012487616","195989125409701600","214087081091297248","NaN","249966865899094720","268774126621293632","271445186933788288","294355554689639424","322817322149739584","333153808556711168","358118711995039424","376133110504521408","394147509014003392",9,2,"NaN"
"0",237,1986,?,?,2,9,"170025721090829408","195989125409701600","210281390065824832","NaN","239804817681081632","268774126621293632","272353944632959808","294355554689639424","322817322149739584","339556988377530176","358118711995039424","376133110504521408","394147509014003392",13,3,"NaN"
"0",238,1970,47,7,1,5,"175727710955788512","195989125409701600","201671471089586720","219685869599068704","244977795434229536","267935514770988032","279437087237855968","304075516466593472","322817322149739584","340659062293946304","358118711995039424","376133110504521408","394147509014003392",290,59,"NaN"
"0",238,1970,47,7,3,13,"175727710955788512","195989125409701600","201671471089586720","219685869599068704","244977795434229536","267935514770988032","279437087237855968","304075516466593472","322817322149739584","329913808716562048","358118711995039424","376133110504521408","384427547237049344",290,139,"NaN"
"0",238,1970,47,7,3,25,"175727710955788512","195989125409701600","201671471089586720","219685869599068704","244977795434229536","267935514770988032","279437087237855968","304075516466593472","322817322149739584","329882751532415360","358846119168703552","376860517678185536","394874916187667520",290,?,"NaN"
"0",238,1970,47,7,3,8,"175727710955788512","195989125409701600","201671471089586720","219685869599068704","244977795434229536","267935514770988032","279437087237855968","304075516466593472","322817322149739584","340494376209430784","348398750218085376","366413148727567360","384427547237049344",290,7,"NaN"
"0",239,1970,?,?,10,13,"162952153814197824","195989125409701600","206196846374803616","NaN","234963367278237856","268774126621293632","279437087237855968","304075516466593472","322817322149739584","339056770231154688","348398750218085376","376133110504521408","394147509014003392",16,478,"NaN"
"0",240,1980,768,117,1,8,"176612265621904448","195989125409701600","216040492851079936","216443306725705408","250707313651938016","267227432843981184","283434613164984288","304075516466593472","322817322149739584","333312789434938112","358118711995039424","366413148727567360","384427547237049344",39,25,"NaN"
"0",240,1980,768,117,4,8,"176612265621904448","195989125409701600","216040492851079936","216443306725705408","250707313651938016","267227432843981184","283434613164984288","304075516466593472","322817322149739584","338075433331526400","348398750218085376","376133110504521408","384427547237049344",39,297,"NaN"
"0",241,1970,?,?,2,9,"174116254815276832","195989125409701600","201218323554757728","NaN","237368859608199328","268774126621293632","279437087237855968","304075516466593472","322817322149739584","340971519593873280","358118711995039424","366413148727567360","384427547237049344",32,8,"NaN"
"0",243,1970,?,?,0,13,"171653281823123264","195989125409701600","212427214975163648","NaN","238301249925067680","268774126621293632","279437087237855968","304075516466593472","322817322149739584","324413501351039296","358846119168703552","376860517678185536","394874916187667520",3,?,"NaN"
"0",243,1970,?,?,0,13,"171653281823123264","195989125409701600","212427214975163648","NaN","238301249925067680","268774126621293632","279437087237855968","304075516466593472","322817322149739584","329913808716562048","358118711995039424","376133110504521408","384427547237049344",3,139,"NaN"
"0",243,1970,?,?,0,13,"171653281823123264","195989125409701600","212427214975163648","NaN","238301249925067680","268774126621293632","279437087237855968","304075516466593472","322817322149739584","337369095130330816","358118711995039424","376133110504521408","384427547237049344",3,9,"NaN"
"0",243,1970,?,?,0,25,"171653281823123264","195989125409701600","212427214975163648","NaN","238301249925067680","268774126621293632","279437087237855968","304075516466593472","322817322149739584","329882751532415360","358846119168703552","376860517678185536","394874916187667520",3,?,"NaN"
"0",243,1970,?,?,0,25,"171653281823123264","195989125409701600","212427214975163648","NaN","238301249925067680","268774126621293632","279437087237855968","304075516466593472","322817322149739584","338731209131367552","358118711995039424","376133110504521408","394147509014003392",3,7,"NaN"
"0",243,1970,?,?,0,25,"171653281823123264","195989125409701600","212427214975163648","NaN","238301249925067680","268774126621293632","279437087237855968","304075516466593472","322817322149739584","339130928968218944","344177108331154112","366413148727567360","384427547237049344",3,6,"NaN"
"0",243,1970,?,?,0,41,"171653281823123264","195989125409701600","212427214975163648","NaN","238301249925067680","268774126621293632","279437087237855968","304075516466593472","322817322149739584","326898856666839232","358118711995039424","376133110504521408","394147509014003392",3,9,"NaN"
"0",243,1970,?,?,0,8,"171653281823123264","195989125409701600","212427214975163648","NaN","238301249925067680","268774126621293632","279437087237855968","304075516466593472","322817322149739584","333864914196478080","358846119168703552","376860517678185536","394874916187667520",3,?,"NaN"
"0",243,1970,?,?,0,8,"171653281823123264","195989125409701600","212427214975163648","NaN","238301249925067680","268774126621293632","279437087237855968","304075516466593472","322817322149739584","340494376209430784","348398750218085376","366413148727567360","384427547237049344",3,7,"NaN"
"0",243,1970,?,?,0,8,"171653281823123264","195989125409701600","212427214975163648","NaN","238301249925067680","268774126621293632","279437087237855968","304075516466593472","322817322149739584","340991722296181056","358846119168703552","376860517678185536","394874916187667520",3,?,"NaN"
"0",243,1980,?,?,2,8,"178936120459372448","195989125409701600","215564687613750336","NaN","244977795434229536","268774126621293632","283434613164984288","304075516466593472","322817322149739584","339581865489299968","358846119168703552","376860517678185536","394874916187667520",9,?,"NaN"
"0",246,1980,?,?,0,17,"164409958155678944","195989125409701600","208466730437409152","NaN","243408290218892000","268774126621293632","283434613164984288","304075516466593472","322817322149739584","340308098002448704","348398750218085376","366413148727567360","384427547237049344",4,58,"NaN"
"0",247,1970,1363,142,5,9,"178655514942297440","195989125409701600","212657054143206752","218765951828068960","246273830535844160","255790649646286720","279437087237855968","304075516466593472","322817322149739584","325430914141125056","348398750218085376","376133110504521408","394147509014003392",41,498,"NaN"
"0",248,1983,?,?,13,17,"165122408933819072","195989125409701600","201671471089586720","NaN","244977795434229536","268774126621293632","271445186933788288","294355554689639424","322817322149739584","340308098002448704","348398750218085376","366413148727567360","384427547237049344",22,58,"NaN"
"0",249,1986,?,?,1,16,"171961569075452032","195989125409701600","NaN","NaN","243408290218892000","268774126621293632","272353944632959808","294355554689639424","322817322149739584","339581865489299968","358846119168703552","376860517678185536","394874916187667520",27,?,"NaN"
"0",250,1980,?,?,11,17,"167017685164249664","195989125409701600","210281390065824832","NaN","250707313651938016","268774126621293632","283434613164984288","304075516466593472","322817322149739584","340308098002448704","348398750218085376","366413148727567360","384427547237049344",37,58,"NaN"
"0",251,1983,?,?,0,5,"168693200083328768","195989125409701600","206220772604064736","NaN","243567630903990368","268774126621293632","271445186933788288","294355554689639424","322817322149739584","333262082528533248","358846119168703552","376860517678185536","394874916187667520",31,?,"NaN"
"0",251,1983,?,?,12,17,"167123021411500864","195989125409701600","206921179603860064","NaN","238301249925067680","268774126621293632","271445186933788288","294355554689639424","322817322149739584","340308098002448704","348398750218085376","366413148727567360","384427547237049344",15,58,"NaN"
"0",254,1986,1349,145,4,8,"163933926601440576","195989125409701600","211321565853320256","230629696138392928","243567630903990368","259551631526440928","272353944632959808","294355554689639424","322817322149739584","337857093020866560","358846119168703552","376860517678185536","394874916187667520",58,?,"NaN"
"0",256,1980,?,?,4,16,"175766055428368896","195989125409701600","206749524610628096","NaN","238301249925067680","268774126621293632","283434613164984288","304075516466593472","322817322149739584","339581865489299968","358846119168703552","376860517678185536","394874916187667520",5,?,"NaN"
"0",256,1986,1359,129,1,13,"169385977665272544","195989125409701600","216047151669583424","222615015249972768","244977795434229536","257908107672904896","272353944632959808","294355554689639424","322817322149739584","339056770231154688","348398750218085376","376133110504521408","394147509014003392",55,478,"NaN"
"0",259,1980,1021,109,6,9,"178956438753439296","195989125409701600","207387006622091040","226245484011137408","246273830535844160","261998389544534784","283434613164984288","304075516466593472","322817322149739584","325430914141125056","348398750218085376","376133110504521408","394147509014003392",55,498,"NaN"
"0",261,1983,740,103,1,8,"178474877213371904","195989125409701600","208825591372809792","226892806749304096","244977795434229536","261569530342211552","271445186933788288","294355554689639424","322817322149739584","339581865489299968","358846119168703552","376860517678185536","394874916187667520",52,?,"NaN"
"0",261,1983,?,?,0,4,"175080956161364352","195989125409701600","211681738534079360","NaN","250707313651938016","268774126621293632","271445186933788288","294355554689639424","322817322149739584","341935534851509312","358118711995039424","376133110504521408","394147509014003392",8,1,"NaN"
"0",261,1983,?,?,2,8,"175080956161364352","195989125409701600","211681738534079360","NaN","250707313651938016","268774126621293632","271445186933788288","294355554689639424","322817322149739584","339581865489299968","358846119168703552","376860517678185536","394874916187667520",8,?,"NaN"
"0",262,1986,660,132,6,17,"165049557567901344","195989125409701600","208270159137852352","231029005363594080","244977795434229536","268448447626277696","272353944632959808","294355554689639424","322817322149739584","340308098002448704","348398750218085376","366413148727567360","384427547237049344",61,58,"NaN"
"0",263,1986,38,?,3,44,"173135205762737504","195989125409701600","199605427969980512","231783270383270816","237368859608199328","254729622779695360","272353944632959808","294355554689639424","322817322149739584","338080052922725632","348398750218085376","376133110504521408","394147509014003392",218,298,"NaN"
"0",265,1980,?,?,1,17,"177587051528963968","195989125409701600","202211560279917120","NaN","244830763412166368","268774126621293632","283434613164984288","304075516466593472","322817322149739584","333153808556711168","358118711995039424","376133110504521408","394147509014003392",6,2,"NaN"
"0",266,1986,657,118,0,4,"171948554527104928","195989125409701600","206749524610628096","232904120860991776","246273830535844160","262761806056299360","272353944632959808","294355554689639424","322817322149739584","337857093020866560","358846119168703552","376860517678185536","394874916187667520",40,?,"NaN"
"0",267,1970,?,?,2,17,"172071301928982080","195989125409701600","211972810013591840","NaN","244830763412166368","268774126621293632","279437087237855968","304075516466593472","322817322149739584","340308098002448704","348398750218085376","366413148727567360","384427547237049344",31,58,"NaN"
"0",267,1980,?,?,3,8,"163544764177489728","195989125409701600","NaN","NaN","244977795434229536","268774126621293632","283434613164984288","304075516466593472","322817322149739584","337857093020866560","358846119168703552","376860517678185536","394874916187667520",26,?,"NaN"
"0",267,1986,?,?,1,9,"167139688055474560","195989125409701600","201671471089586720","NaN","250013808873624480","268774126621293632","272353944632959808","294355554689639424","322817322149739584","339556988377530176","358118711995039424","376133110504521408","394147509014003392",3,3,"NaN"
"0",268,1983,651,95,1,4,"175544670164888192","195989125409701600","212427214975163648","224152673432302016","244977795434229536","261569530342211552","271445186933788288","294355554689639424","322817322149739584","338746791755113536","358846119168703552","376860517678185536","394874916187667520",51,?,"NaN"
"0",268,1983,651,95,6,8,"175544670164888192","195989125409701600","212427214975163648","224152673432302016","244977795434229536","261569530342211552","271445186933788288","294355554689639424","322817322149739584","339581865489299968","358846119168703552","376860517678185536","394874916187667520",51,?,"NaN"
"0",268,1986,?,?,1,8,"167920887711213248","195989125409701600","215900386869103232","NaN","241431898071872128","268774126621293632","272353944632959808","294355554689639424","322817322149739584","338075433331526400","348398750218085376","376133110504521408","384427547237049344",19,297,"NaN"
"0",269,1970,?,?,1,9,"174650113475753632","195989125409701600","211676172808577664","NaN","251681876871210368","268774126621293632","279437087237855968","304075516466593472","322817322149739584","328981831517461632","358118711995039424","366413148727567360","384427547237049344",21,1,"NaN"
"0",269,1970,?,?,4,8,"174650113475753632","195989125409701600","211676172808577664","NaN","251681876871210368","268774126621293632","279437087237855968","304075516466593472","322817322149739584","339581865489299968","358846119168703552","376860517678185536","394874916187667520",21,?,"NaN"
"0",269,1983,667,118,1,8,"176977061200719072","195989125409701600","211524500016792608","232855374155109216","240191653185425376","266493647695341120","271445186933788288","294355554689639424","322817322149739584","338803273483570752","358846119168703552","376860517678185536","394874916187667520",50,?,"NaN"
"0",270,?,45,1,1,8,"162674222677042336","195989125409701600","201978124600038240","223726098930865568","239804817681081632","268774126621293632","287904299582063136","297527031412047552","322817322149739584","339181072701838528","358118711995039424","376133110504521408","384427547237049344",206,46,"NaN"
"0",273,1983,225,51,3,9,"169953344669630656","195989125409701600","200781695686907040","218796094196389024","246273830535844160","257908107672904896","271445186933788288","294355554689639424","322817322149739584","325430914141125056","348398750218085376","376133110504521408","394147509014003392",70,498,"NaN"
"0",275,1980,5,?,5,10,"164775038076612032","195989125409701600","212657952078747680","227153799980512896","244359397575705312","257902537422664384","276645962474267488","294355554689639424","322817322149739584","337685476550248384","348398750218085376","366413148727567360","384427547237049344",287,81,"NaN"
"0",280,1986,859,110,3,8,"173401614409544384","195989125409701600","207429320745866656","218796094196389024","249966865899094720","257527122017488192","272353944632959808","294355554689639424","322817322149739584","338075433331526400","348398750218085376","376133110504521408","384427547237049344",65,297,"NaN"
"0",281,1986,?,?,0,9,"178358808657811584","195989125409701600","201978124600038240","NaN","239804817681081632","268774126621293632","272353944632959808","294355554689639424","322817322149739584","328981831517461632","358118711995039424","366413148727567360","384427547237049344",31,1,"NaN"
"0",285,1970,?,?,0,4,"162526044770763584","195989125409701600","213421358903035904","NaN","244977795434229536","268774126621293632","279437087237855968","304075516466593472","322817322149739584","338746791755113536","358846119168703552","376860517678185536","394874916187667520",54,?,"NaN"
"0",285,1970,?,?,1,17,"162526044770763584","195989125409701600","213421358903035904","NaN","244977795434229536","268774126621293632","279437087237855968","304075516466593472","322817322149739584","340308098002448704","348398750218085376","366413148727567360","384427547237049344",54,58,"NaN"
"0",286,1980,1085,158,5,8,"171325548749797600","195989125409701600","216040492851079936","233928029770333760","246273830535844160","257430127491672032","283434613164984288","304075516466593472","322817322149739584","338075433331526400","348398750218085376","376133110504521408","384427547237049344",65,297,"NaN"
"0",289,1980,2151,146,2,17,"170555920020281632","195989125409701600","199033466987141408","221480348359512512","241431898071872128","260463378932185280","283434613164984288","304075516466593472","322817322149739584","333153808556711168","358118711995039424","376133110504521408","394147509014003392",57,2,"NaN"
"0",289,1980,22,?,2,16,"176769464125832832","195989125409701600","205493573860273632","229167294433146496","238301249925067680","269938045042253728","283434613164984288","304075516466593472","322817322149739584","333312789434938112","358118711995039424","366413148727567360","384427547237049344",135,25,"NaN"
"0",290,1983,517,128,0,9,"167886422483981632","195989125409701600","203394456682279424","222388248842685824","250707313651938016","258766770193060768","271445186933788288","294355554689639424","322817322149739584","339556988377530176","358118711995039424","376133110504521408","394147509014003392",43,3,"NaN"
"0",291,1970,284,55,2,9,"177043491190103840","195989125409701600","200293257589370688","233858114671899872","246273830535844160","257430127491672032","279437087237855968","304075516466593472","322817322149739584","325430914141125056","348398750218085376","376133110504521408","394147509014003392",70,498,"NaN"
"0",291,1980,532,122,10,17,"178598004798156128","195989125409701600","207353756806385792","231069074880005472","246273830535844160","263145811959915040","283434613164984288","304075516466593472","322817322149739584","340308098002448704","348398750218085376","366413148727567360","384427547237049344",60,58,"NaN"
"0",293,1980,38,3,0,21,"172633367804152960","195989125409701600","207424001771624480","219101382427820768","244977795434229536","252356777817092576","283434613164984288","304075516466593472","322817322149739584","334548497353657920","358846119168703552","376860517678185536","394874916187667520",170,?,"NaN"
"0",293,1980,38,3,5,25,"172633367804152960","195989125409701600","207424001771624480","219101382427820768","244977795434229536","252356777817092576","283434613164984288","304075516466593472","322817322149739584","329882751532415360","358846119168703552","376860517678185536","394874916187667520",170,?,"NaN"
"0",295,1980,47,?,3,21,"168365831647104480","195989125409701600","208174164889439968","231398601437847424","237368859608199328","254849163037580960","283434613164984288","304075516466593472","322817322149739584","334548497353657920","358846119168703552","376860517678185536","394874916187667520",218,?,"NaN"
"0",295,1986,?,?,4,10,"174743369256844384","195989125409701600","204860025538136128","NaN","239804817681081632","268774126621293632","272353944632959808","294355554689639424","322817322149739584","337685476550248384","348398750218085376","366413148727567360","384427547237049344",4,81,"NaN"
"0",297,1983,539,125,2,8,"172977342986071232","195989125409701600","207681228944880096","220088496314299328","246273830535844160","256784286561782880","271445186933788288","294355554689639424","322817322149739584","337857093020866560","358846119168703552","376860517678185536","394874916187667520",41,?,"NaN"
"0",299,1970,75,2,7,10,"172195456414143616","195989125409701600","201204811024356064","223157946326731520","238301249925067680","256184715136735936","275201233796062656","294355554689639424","322817322149739584","337685476550248384","348398750218085376","366413148727567360","384427547237049344",181,81,"NaN"
"0",299,1983,?,?,5,8,"178256010044891584","195989125409701600","198295209748535744","NaN","243408290218892000","268774126621293632","271445186933788288","294355554689639424","322817322149739584","337857093020866560","358846119168703552","376860517678185536","394874916187667520",14,?,"NaN"
"0",303,1970,890,156,1,4,"164987788906639616","195989125409701600","199765488294949280","232615559449783616","246273830535844160","255820216043558304","279437087237855968","304075516466593472","322817322149739584","341935534851509312","358118711995039424","376133110504521408","394147509014003392",51,1,"NaN"
