BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,class
0.0,0.0,0.0017921146953405018,0.0,0.0,0.0,0.24623115577889446,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.009523809523809525,0.0,0.0063756743501716525,0.008433125316242199,7.966202483129044e-06,0.0,0.0019598236158745713,0.335,8.006033920729272e-06,0.0004833982899785492,1.0,0.0,0.0,0.0,0.08333333333333333,0.0011862396204033216,0.0025041736227045075,0.004081632653061225,0.03409090909090909,0.003870967741935484,0.5046427129592248,0.0030165912518853697,1.0
0.0,0.013513513513513514,0.0017921146953405018,0.0,0.0,0.0,0.24623115577889446,0.0,0.0,0.0,1.0000000000000002,0.0014104372355430183,0.0,0.0,0.009523809523809525,0.15384615384615385,0.011375734159499514,0.016866250632484397,5.6818939210917905e-05,0.001811594202898551,0.004409603135717786,0.165,5.675919570666274e-05,0.0017239191516360013,1.0,0.0,0.0,0.0017667844522968193,0.06666666666666667,0.0035587188612099647,0.005008347245409015,0.012244897959183675,0.06818181818181818,0.005161290322580645,0.5046427129592248,0.0030165912518853697,1.0
0.006993006993006994,0.02702702702702703,0.0017921146953405018,0.0,0.007017543859649123,0.006993006993006993,0.4974874371859296,0.007042253521126761,0.2857142857142857,0.0,0.4623655913978495,0.009873060648801129,0.0,0.0,0.009523809523809525,0.15384615384615385,0.01770356104738095,0.01967729240456513,0.00012036931952007984,0.003623188405797102,0.006859382655560999,0.145,0.00012032949489812501,0.0031306081754735797,0.4897959183673469,0.006993006993006993,0.007017543859649123,0.010600706713780918,0.11,0.007117437722419929,0.00667779632721202,0.02448979591836735,0.07954545454545454,0.0064516129032258064,0.5046427129592248,0.0030165912518853697,1.0
0.0,0.0,0.0035842293906810036,0.0,0.0,0.0,0.16080402010050251,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.009523809523809525,0.0,0.010765679015299226,0.016866250632484397,5.3771866761121045e-05,0.001811594202898551,0.004409603135717786,0.165,5.377186961683839e-05,0.0016314692286776035,1.0,0.0,0.0,0.0,0.06666666666666667,0.002372479240806643,0.005843071786310518,0.00816326530612245,0.06818181818181818,0.005161290322580645,0.6728905934598304,0.004524886877828055,1.0
0.0,0.0,0.0017921146953405018,0.0,0.0,0.0,0.24623115577889446,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.009523809523809525,0.0,0.009270445818729888,0.011244167088322932,2.0592633418888577e-05,0.001811594202898551,0.002939735423811857,0.25,2.055280349799156e-05,0.0009371884346959122,1.0,0.0,0.0,0.0,0.08333333333333333,0.002372479240806643,0.00333889816360601,0.00816326530612245,0.045454545454545456,0.003870967741935484,0.5046427129592248,0.0030165912518853697,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.4974874371859296,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0004899559039686428,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0008347245409015025,0.0,0.011363636363636364,0.0,0.0,0.0,1.0
0.0,0.0,0.0017921146953405018,0.0,0.0,0.0,0.24623115577889446,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.009523809523809525,0.07692307692307693,0.009270445818729888,0.011244167088322932,2.0592633418888577e-05,0.001811594202898551,0.002939735423811857,0.25,2.055280349799156e-05,0.0009371884346959122,1.0,0.0,0.0,0.0,0.11,0.002372479240806643,0.00333889816360601,0.00816326530612245,0.045454545454545456,0.0025806451612903226,0.5046427129592248,0.0030165912518853697,1.0
0.0,0.013513513513513514,0.0,0.0,0.0,0.0,0.4974874371859296,0.0,0.0,0.0,1.0000000000000002,0.0014104372355430183,0.0,0.0,0.0,0.07692307692307693,0.010430746779267695,0.022488334176645863,9.259382686223657e-05,0.001811594202898551,0.0053895149436550705,0.125,9.2607108784555e-05,0.0021070122964440014,1.0,0.0,0.0,0.0017667844522968193,0.3333333333333333,0.004744958481613286,0.005843071786310518,0.012244897959183675,0.06818181818181818,0.0,0.0,0.0,1.0
0.0,0.0,0.0017921146953405018,0.0,0.0,0.0,0.24623115577889446,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.009523809523809525,0.38461538461538464,0.014390124283783298,0.04497666835329173,0.0005109588657699662,0.005434782608695653,0.012738853503184714,0.065,0.0005109522544035576,0.005813468684854527,1.0,0.0,0.0,0.0,0.05666666666666667,0.011862396204033215,0.01335559265442404,0.020408163265306124,0.09090909090909091,0.0064516129032258064,0.5046427129592248,0.0030165912518853697,1.0
0.0,0.0,0.0017921146953405018,0.0,0.0,0.0,0.24623115577889446,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.009523809523809525,0.07692307692307693,0.0063756743501716525,0.008433125316242199,7.966202483129044e-06,0.0,0.0019598236158745713,0.335,8.006033920729272e-06,0.0004833982899785492,1.0,0.0,0.0,0.0,0.08333333333333333,0.0011862396204033216,0.0025041736227045075,0.004081632653061225,0.03409090909090909,0.003870967741935484,0.5046427129592248,0.0030165912518853697,1.0
0.0,0.013513513513513514,0.0,0.0,0.0,0.0,0.4974874371859296,0.0,0.0,0.0,1.0000000000000002,0.0014104372355430183,0.0,0.0,0.0,0.15384615384615385,0.011375734159499514,0.002811041772080733,1.5799634924872602e-06,0.0,0.0014698677119059284,1.0,1.5534095667086646e-06,0.0002870177346747636,1.0,0.0,0.0,0.0017667844522968193,0.3333333333333333,0.002372479240806643,0.0008347245409015025,0.00816326530612245,0.011363636363636364,0.0,0.0,0.0,1.0
0.0,0.0,0.0017921146953405018,0.0,0.0,0.0,0.24623115577889446,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.009523809523809525,0.15384615384615385,0.009270445818729888,0.011244167088322932,2.0592633418888577e-05,0.001811594202898551,0.002939735423811857,0.25,2.055280349799156e-05,0.0009371884346959122,1.0,0.0,0.0,0.0,0.08333333333333333,0.002372479240806643,0.00333889816360601,0.00816326530612245,0.045454545454545456,0.003870967741935484,0.5046427129592248,0.0030165912518853697,1.0
0.02097902097902098,0.0,0.0017921146953405018,0.0,0.021052631578947368,0.02097902097902098,0.9999999999999999,0.02112676056338028,0.2857142857142857,0.0,0.19354838709677422,0.015514809590973204,0.0,0.0,0.009523809523809525,0.23076923076923078,0.007966602471321428,0.05622083544161466,0.00044191180574744513,0.003623188405797102,0.0102890739833415,0.05,0.00044188527520681853,0.004022478020484002,0.23469387755102042,0.02097902097902098,0.021052631578947368,0.014134275618374558,0.3333333333333333,0.011862396204033215,0.009181969949916527,0.012244897959183675,0.06818181818181818,0.003870967741935484,0.5046427129592248,0.0030165912518853697,1.0
0.0,0.0,0.0035842293906810036,0.0,0.0,0.0,0.16080402010050251,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.009523809523809525,0.0,0.008504886422086388,0.022488334176645863,7.550632253592479e-05,0.001811594202898551,0.0053895149436550705,0.125,7.55196035507597e-05,0.0017178766730112692,1.0,0.0,0.0,0.0,0.06666666666666667,0.004744958481613286,0.005843071786310518,0.00816326530612245,0.045454545454545456,0.005161290322580645,0.6728905934598304,0.004524886877828055,1.0
0.0,0.013513513513513514,0.0,0.0,0.0,0.0,0.4974874371859296,0.0,0.0,0.0,1.0000000000000002,0.0014104372355430183,0.0,0.0,0.0,0.15384615384615385,0.011483390949652507,0.014055208860403665,3.983101241564522e-05,0.001811594202898551,0.0039196472317491425,0.2,3.979118351646041e-05,0.0014501948699356475,1.0,0.0,0.0,0.0017667844522968193,0.3333333333333333,0.0035587188612099647,0.004173622704507512,0.012244897959183675,0.05681818181818182,0.0,0.0,0.0,1.0
0.0,0.0,0.0017921146953405018,0.0,0.0,0.0,0.24623115577889446,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.009523809523809525,0.07692307692307693,0.009258483953157334,0.008433125316242199,1.1557632102606388e-05,0.0,0.002449779519843214,0.335,1.1590825228518496e-05,0.0007015317683313695,1.0,0.0,0.0,0.0,0.08333333333333333,0.002372479240806643,0.0025041736227045075,0.00816326530612245,0.03409090909090909,0.003870967741935484,0.5046427129592248,0.0030165912518853697,1.0
0.013986013986013988,0.013513513513513514,0.012544802867383513,0.05405405405405406,0.014035087719298246,0.013986013986013988,0.18592964824120603,0.014084507042253521,0.2857142857142857,0.008771929824561403,0.6451612903225807,0.014104372355430184,0.0,0.0,0.009523809523809525,0.3076923076923077,0.016495412624552924,0.07280598189689098,0.001536082993809358,0.010869565217391306,0.018618324350808426,0.04,0.0015360830753876834,0.010793075319496057,0.3163265306122449,0.013986013986013986,0.014035087719298246,0.014134275618374558,0.06333333333333332,0.022538552787663108,0.015859766277128547,0.04489795918367347,0.17045454545454547,0.01935483870967742,0.9372224465078723,0.012066365007541479,1.0
0.006993006993006994,0.05405405405405406,0.0035842293906810036,0.0,0.007017543859649123,0.006993006993006993,0.3316582914572864,0.007042253521126761,0.2857142857142857,0.008771929824561403,1.0000000000000002,0.011283497884344146,0.0,0.0,0.009523809523809525,0.07692307692307693,0.020012201102884007,0.025299375948726596,0.00022489917310287142,0.005434782608695653,0.0102890739833415,0.11,0.00022488590804197744,0.004548777908698148,0.4897959183673469,0.006993006993006993,0.007017543859649123,0.012367491166077736,0.13333333333333333,0.010676156583629894,0.01001669449081803,0.02448979591836735,0.06818181818181818,0.005161290322580645,0.6728905934598304,0.004524886877828055,1.0
0.0,0.013513513513513514,0.0017921146953405018,0.0,0.0,0.0,0.24623115577889446,0.0,0.0,0.0,1.0000000000000002,0.0014104372355430183,0.0,0.0,0.009523809523809525,0.07692307692307693,0.013241785188818049,0.02462472592342722,0.00014066322034585107,0.003623188405797102,0.006859382655560999,0.115,0.00014064331230893062,0.002926372397957642,1.0,0.0,0.0,0.0017667844522968193,0.08333333333333333,0.005931198102016607,0.007512520868113523,0.0163265306122449,0.07954545454545454,0.003870967741935484,0.5046427129592248,0.0030165912518853697,1.0
0.0,0.013513513513513514,0.0017921146953405018,0.0,0.0,0.0,0.24623115577889446,0.0,0.0,0.0,1.0000000000000002,0.0014104372355430183,0.0,0.0,0.009523809523809525,0.15384615384615385,0.011375734159499514,0.016866250632484397,5.6818939210917905e-05,0.001811594202898551,0.004409603135717786,0.165,5.675919570666274e-05,0.0017239191516360013,1.0,0.0,0.0,0.0017667844522968193,0.08333333333333333,0.0035587188612099647,0.005008347245409015,0.012244897959183675,0.06818181818181818,0.003870967741935484,0.5046427129592248,0.0030165912518853697,1.0
0.006993006993006994,0.0,0.007168458781362007,0.0,0.007017543859649123,0.006993006993006993,0.19597989949748743,0.007042253521126761,0.2857142857142857,0.0,0.4623655913978495,0.007052186177715093,0.0,0.0,0.009523809523809525,0.15384615384615385,0.0073924329238388015,0.02811041772080733,0.0001024984719495937,0.001811594202898551,0.0053895149436550705,0.1,0.00010252503140277186,0.0018659173993171999,0.4897959183673469,0.006993006993006993,0.007017543859649123,0.007067137809187278,0.08333333333333333,0.004744958481613286,0.005843071786310518,0.00816326530612245,0.05681818181818182,0.00903225806451613,0.8074283407347598,0.007541478129713424,1.0
0.006993006993006994,0.02702702702702703,0.0035842293906810036,0.0,0.007017543859649123,0.006993006993006993,0.3316582914572864,0.007042253521126761,0.2857142857142857,0.008771929824561403,1.0000000000000002,0.007052186177715093,0.0,0.0,0.009523809523809525,0.0,0.01456955226737162,0.016866250632484397,7.277125968338382e-05,0.001811594202898551,0.0053895149436550705,0.165,7.277126354812129e-05,0.0022079216894770235,0.4897959183673469,0.006993006993006993,0.007017543859649123,0.007067137809187278,0.13333333333333333,0.004744958481613286,0.005843071786310518,0.0163265306122449,0.06818181818181818,0.005161290322580645,0.6728905934598304,0.004524886877828055,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.4974874371859296,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0063756743501716525,0.008433125316242199,7.966202483129044e-06,0.0,0.0019598236158745713,0.335,8.006033920729272e-06,0.0004833982899785492,1.0,0.0,0.0,0.0,0.3333333333333333,0.0011862396204033216,0.0025041736227045075,0.004081632653061225,0.03409090909090909,0.0,0.0,0.0,1.0
0.0,0.013513513513513514,0.0035842293906810036,0.0,0.0,0.0,0.16080402010050251,0.0,0.0,0.0,1.0000000000000002,0.0014104372355430183,0.0,0.0,0.009523809523809525,0.0,0.011914018110264478,0.01967729240456513,8.101627925342237e-05,0.001811594202898551,0.0053895149436550705,0.145,8.10162835560365e-05,0.0021070122964440014,1.0,0.0,0.0,0.0017667844522968193,0.08333333333333333,0.002372479240806643,0.007512520868113523,0.00816326530612245,0.07954545454545454,0.003870967741935484,0.6728905934598304,0.004524886877828055,1.0
0.0,0.0,0.0035842293906810036,0.0,0.0,0.0,0.16080402010050251,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.009523809523809525,0.0,0.009258483953157334,0.008433125316242199,1.1557632102606388e-05,0.0,0.002449779519843214,0.335,1.1590825228518496e-05,0.0007015317683313695,1.0,0.0,0.0,0.0,0.06666666666666667,0.002372479240806643,0.0025041736227045075,0.00816326530612245,0.03409090909090909,0.005161290322580645,0.6728905934598304,0.004524886877828055,1.0
0.0,0.02702702702702703,0.0017921146953405018,0.0,0.0,0.0,0.24623115577889446,0.0,0.0,0.0,1.0000000000000002,0.002820874471086037,0.0,0.0,0.009523809523809525,0.15384615384615385,0.01456955226737162,0.016866250632484397,7.277125968338382e-05,0.001811594202898551,0.0053895149436550705,0.165,7.277126354812129e-05,0.0022079216894770235,1.0,0.0,0.0,0.0035335689045936395,0.08333333333333333,0.004744958481613286,0.005843071786310518,0.0163265306122449,0.06818181818181818,0.003870967741935484,0.5046427129592248,0.0030165912518853697,1.0
0.006993006993006994,0.0,0.0,0.0,0.007017543859649123,0.006993006993006993,0.4974874371859296,0.007042253521126761,0.2857142857142857,0.0,0.4623655913978495,0.005641748942172073,0.0,0.0,0.0,0.0,0.007165157477960263,0.021082813290605497,5.590946442742734e-05,0.001811594202898551,0.0039196472317491425,0.135,5.592274440151192e-05,0.0013571406991147769,0.4897959183673469,0.006993006993006993,0.007017543859649123,0.00530035335689046,0.3333333333333333,0.0035587188612099647,0.004173622704507512,0.00816326530612245,0.05681818181818182,0.0012903225806451613,0.0,0.0,1.0
0.0,0.013513513513513514,0.0017921146953405018,0.0,0.0,0.0,0.24623115577889446,0.0,0.0,0.0,1.0000000000000002,0.0014104372355430183,0.0,0.0,0.009523809523809525,0.0,0.012643691910190314,0.016866250632484397,6.313215467879766e-05,0.001811594202898551,0.004899559039686428,0.165,6.309232701709038e-05,0.0019154657240400012,1.0,0.0,0.0,0.0017667844522968193,0.08333333333333333,0.0035587188612099647,0.005843071786310518,0.012244897959183675,0.06818181818181818,0.003870967741935484,0.5046427129592248,0.0030165912518853697,1.0
0.02097902097902098,0.02702702702702703,0.03763440860215054,0.009009009009009009,0.021052631578947368,0.02097902097902098,0.07537688442211056,0.02112676056338028,0.2857142857142857,0.008771929824561403,0.4623655913978495,0.019746121297602254,0.024390243902439025,1.0,0.0380952380952381,0.3076923076923077,0.023325637866481657,0.12048125035138021,0.005943158808530145,0.025362318840579715,0.042136207741303285,0.025,0.005943106016140165,0.02524487144626726,1.0,0.02097902097902098,0.021052631578947368,0.019434628975265017,0.04666666666666667,0.04744958481613286,0.038397328881469114,0.05714285714285715,0.17045454545454547,0.03612903225806452,0.8540573274121922,0.037707390648567124,1.0
0.006993006993006994,0.013513513513513514,0.0,0.0,0.007017543859649123,0.006993006993006993,0.4974874371859296,0.007042253521126761,0.2857142857142857,0.0,0.4623655913978495,0.00846262341325811,0.0,0.0,0.0,0.15384615384615385,0.011806361320111484,0.04329004329004329,0.0003884851410939264,0.005434782608695653,0.009309162175404213,0.065,0.00038835239167716614,0.004592283754796218,0.4897959183673469,0.006993006993006993,0.007017543859649123,0.0088339222614841,0.6666666666666666,0.008303677342823251,0.01001669449081803,0.020408163265306124,0.125,0.0,0.0,0.0,1.0
0.0,0.013513513513513514,0.0,0.0,0.0,0.0,0.4974874371859296,0.0,0.0,0.0,1.0000000000000002,0.0014104372355430183,0.0,0.0,0.0,0.15384615384615385,0.011483390949652507,0.014055208860403665,3.983101241564522e-05,0.001811594202898551,0.0039196472317491425,0.2,3.979118351646041e-05,0.0014501948699356475,1.0,0.0,0.0,0.0017667844522968193,0.3333333333333333,0.0035587188612099647,0.004173622704507512,0.012244897959183675,0.05681818181818182,0.0,0.0,0.0,1.0
0.013986013986013988,0.0,0.0017921146953405018,0.0,0.010526315789473684,0.013986013986013988,0.7487437185929647,0.007042253521126761,0.42857142857142855,0.0,0.27956989247311836,0.009873060648801129,0.016260162601626015,1.0,0.009523809523809525,0.07692307692307693,0.00899532291056113,0.04430201832799235,0.00030952679748197896,0.003623188405797102,0.007839294463498285,0.065,0.0003094869829058031,0.0035777515937037373,1.0,0.013986013986013986,0.010526315789473684,0.0088339222614841,0.25,0.008303677342823251,0.007512520868113523,0.0163265306122449,0.10227272727272728,0.003870967741935484,0.5046427129592248,0.0030165912518853697,1.0
0.0,0.013513513513513514,0.0017921146953405018,0.0,0.0,0.0,0.24623115577889446,0.0,0.0,0.0,1.0000000000000002,0.0014104372355430183,0.0,0.0,0.009523809523809525,0.0,0.0074163566549839115,0.014055208860403665,2.5737472522576088e-05,0.001811594202898551,0.002939735423811857,0.2,2.569100437248945e-05,0.0009371884346959122,1.0,0.0,0.0,0.0017667844522968193,0.08333333333333333,0.0011862396204033216,0.004173622704507512,0.004081632653061225,0.05681818181818182,0.003870967741935484,0.5046427129592248,0.0030165912518853697,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.4974874371859296,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0063756743501716525,0.008433125316242199,7.966202483129044e-06,0.0,0.0019598236158745713,0.335,8.006033920729272e-06,0.0004833982899785492,1.0,0.0,0.0,0.0,0.3333333333333333,0.0011862396204033216,0.0025041736227045075,0.004081632653061225,0.03409090909090909,0.0,0.0,0.0,1.0
0.0,0.0,0.0017921146953405018,0.0,0.0,0.0,0.24623115577889446,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.009523809523809525,0.07692307692307693,0.0063756743501716525,0.008433125316242199,7.966202483129044e-06,0.0,0.0019598236158745713,0.335,8.006033920729272e-06,0.0004833982899785492,1.0,0.0,0.0,0.0,0.08333333333333333,0.0011862396204033216,0.0025041736227045075,0.004081632653061225,0.03409090909090909,0.003870967741935484,0.5046427129592248,0.0030165912518853697,1.0
0.0,0.0,0.0017921146953405018,0.0,0.0,0.0,0.24623115577889446,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.009523809523809525,0.0,0.009258483953157334,0.008433125316242199,1.1557632102606388e-05,0.0,0.002449779519843214,0.335,1.1590825228518496e-05,0.0007015317683313695,1.0,0.0,0.0,0.0,0.08333333333333333,0.002372479240806643,0.0025041736227045075,0.00816326530612245,0.03409090909090909,0.003870967741935484,0.5046427129592248,0.0030165912518853697,1.0
