WMC,DIT,NOC,CBO,RFC,LCOM,NPM,LOC,class
0.005698005698005698,0.125,0.02631578947368421,0.008,0.002320185614849188,0.0,0.0,0.00037636432066240127,0.0
0.09116809116809117,0.125,0.10526315789473684,0.2,0.05104408352668213,0.9500000000000001,0.14018691588785046,0.08468197214904027,1.0
0.014245014245014245,0.75,0.0,0.096,0.7587006960556845,0.8,0.004672897196261682,0.009973654497553632,1.0
0.008547008547008548,0.875,0.0,0.10400000000000001,0.7633410672853828,0.66,0.014018691588785045,0.029168234851336093,0.0
0.014245014245014245,0.875,0.0,0.224,0.765661252900232,0.56,0.018691588785046728,0.02145276627775687,0.0
0.022792022792022793,0.875,0.0,0.10400000000000001,0.9860788863109048,0.77,0.03271028037383177,0.020888219796763266,0.0
0.008547008547008548,0.625,0.0,0.2,0.7389791183294663,0.5,0.009345794392523364,0.09446744448626271,1.0
0.20797720797720798,0.125,0.02631578947368421,0.264,0.09860788863109049,0.9500000000000001,0.22429906542056072,0.14339480617237485,1.0
0.12535612535612536,0.125,0.0,0.16,0.06496519721577726,0.87,0.13551401869158877,0.13342115167482121,1.0
0.005698005698005698,0.875,0.0,0.048,0.8723897911832946,0.5,0.009345794392523364,0.009785472337222432,0.0
0.06267806267806268,0.125,0.0,0.34400000000000003,0.03944315545243619,0.89,0.02803738317757009,0.1298456906285284,1.0
0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.033496424538953705,1.0
0.005698005698005698,0.25,0.0,0.008,0.024361948955916472,0.0,0.009345794392523364,0.001505457282649605,0.0
0.05128205128205129,0.125,1.0,0.088,0.03480278422273782,0.88,0.08411214953271028,0.01919458035378246,1.0
0.002849002849002849,0.0,0.10526315789473684,0.0,0.001160092807424594,0.0,0.0,0.00018818216033120064,0.0
0.005698005698005698,0.25,0.0,0.048,0.037122969837587005,0.5,0.004672897196261682,0.008280015054572827,1.0
0.014245014245014245,0.25,0.0,0.04,0.029002320185614848,0.72,0.0,0.016560030109145654,0.0
0.014245014245014245,0.25,0.0,0.04,0.029002320185614848,0.3,0.0,0.006586375611592021,0.0
0.03133903133903134,0.125,0.0,0.032,0.02668213457076566,0.09,0.04672897196261682,0.026345502446368085,1.0
0.017094017094017096,0.25,0.0,0.168,0.04176334106728538,0.85,0.004672897196261682,0.030297327813323296,1.0
0.005698005698005698,0.25,0.0,0.032,0.037122969837587005,0.0,0.004672897196261682,0.0022581859239744076,1.0
0.005698005698005698,0.0,0.05263157894736842,0.016,0.002320185614849188,0.0,0.009345794392523364,0.0005645464809936018,0.0
0.022792022792022793,0.625,0.0,0.096,0.7447795823665893,0.5,0.037383177570093455,0.030485509973654498,0.0
0.017094017094017096,0.75,0.0,0.28800000000000003,0.759860788863109,0.66,0.004672897196261682,0.04422280767783214,0.0
0.02849002849002849,0.125,0.0,0.048,0.025522041763341066,0.85,0.04205607476635514,0.02785095972901769,1.0
0.005698005698005698,0.0,0.02631578947368421,0.016,0.002320185614849188,0.0,0.009345794392523364,0.0009409108016560031,1.0
0.005698005698005698,0.125,0.0,0.10400000000000001,0.016241299303944315,0.0,0.009345794392523364,0.011290929619872037,0.0
0.025641025641025644,0.125,0.0,0.08,0.024361948955916472,0.66,0.018691588785046728,0.023146405720737676,1.0
0.05413105413105413,0.125,0.0,0.20800000000000002,0.03596287703016241,0.81,0.037383177570093455,0.10048927361686112,1.0
0.039886039886039885,0.25,0.0,0.14400000000000002,0.052204176334106726,0.64,0.06074766355140186,0.05363191569439217,1.0
0.005698005698005698,0.25,0.0,0.016,0.029002320185614848,0.0,0.009345794392523364,0.006774557771923222,0.0
0.025641025641025644,0.625,0.0,0.24,0.6890951276102087,0.81,0.014018691588785045,0.08148287542340986,0.0
0.15954415954415954,0.125,0.0,0.47200000000000003,0.07888631090487239,0.97,0.24299065420560745,0.15675573955589012,1.0
0.002849002849002849,0.25,0.0,0.008,0.02320185614849188,0.0,0.004672897196261682,0.0007527286413248024,0.0
0.022792022792022793,0.125,0.0,0.008,0.02320185614849188,0.5,0.037383177570093455,0.007527286413248024,0.0
0.10541310541310542,0.5,0.0,0.24,0.765661252900232,0.92,0.16822429906542055,0.11272111403838916,1.0
0.008547008547008548,0.75,0.0,0.096,0.7563805104408352,0.42,0.004672897196261682,0.021076401957094468,0.0
0.680911680911681,0.5,0.0,0.6,1.0,0.96,0.9999999999999999,0.8650733910425292,1.0
0.005698005698005698,0.25,0.0,0.07200000000000001,0.037122969837587005,0.5,0.004672897196261682,0.007150922092585623,1.0
0.014245014245014245,0.125,0.0,0.04,0.019721577726218097,0.62,0.014018691588785045,0.015054572826496049,0.0
0.008547008547008548,0.75,0.0,0.24,0.7308584686774942,0.45,0.004672897196261682,0.08731652239367708,0.0
0.005698005698005698,0.125,0.02631578947368421,0.016,0.002320185614849188,0.0,0.0,0.00037636432066240127,0.0
0.022792022792022793,0.125,0.0,0.20800000000000002,0.02320185614849188,0.5,0.018691588785046728,0.055513737297704174,1.0
0.002849002849002849,0.0,0.42105263157894735,0.008,0.001160092807424594,0.0,0.0,0.00018818216033120064,1.0
0.011396011396011397,0.25,0.0,0.056,0.025522041763341066,0.0,0.018691588785046728,0.004328189687617614,1.0
0.005698005698005698,0.25,0.0,0.016,0.029002320185614848,0.0,0.009345794392523364,0.008656379375235229,0.0
0.019943019943019943,0.75,0.0,0.168,0.7946635730858468,0.77,0.02336448598130841,0.036130974783590515,0.0
0.011396011396011397,0.125,0.0,0.064,0.018561484918793503,0.12,0.014018691588785045,0.011290929619872037,0.0
0.005698005698005698,0.25,0.0,0.024,0.037122969837587005,0.5,0.009345794392523364,0.0016936394429808055,1.0
0.014245014245014245,0.125,0.0,0.048,0.019721577726218097,0.5,0.014018691588785045,0.011667293940534437,0.0
0.011396011396011397,0.25,0.0,0.008,0.03944315545243619,0.0,0.014018691588785045,0.005080918328942417,0.0
0.005698005698005698,0.125,0.0,0.032,0.016241299303944315,0.0,0.0,0.0037636432066240127,0.0
0.09401709401709402,0.625,0.0,0.384,0.7737819025522041,0.85,0.1308411214953271,0.2461422657132104,1.0
0.019943019943019943,0.25,0.0,0.088,0.031322505800464036,0.66,0.014018691588785045,0.025969138125705685,0.0
0.025641025641025644,0.25,0.0,0.088,0.06148491879350348,0.58,0.04205607476635514,0.024087316522393678,0.0
0.04843304843304844,0.0,0.02631578947368421,0.016,0.019721577726218097,0.0,0.0,0.003951825366955213,1.0
0.011396011396011397,0.875,0.0,0.12,0.9222737819025522,0.5,0.014018691588785045,0.025404591644712083,0.0
0.008547008547008548,0.625,0.0,0.224,0.7389791183294663,0.53,0.004672897196261682,0.10124200225818593,1.0
0.008547008547008548,0.125,0.0,0.10400000000000001,0.01740139211136891,0.0,0.004672897196261682,0.010914565299209636,0.0
0.005698005698005698,0.125,0.07894736842105263,0.008,0.002320185614849188,0.0,0.0,0.00037636432066240127,0.0
0.011396011396011397,0.125,0.0,0.0,0.018561484918793503,0.5,0.0,0.016748212269476856,0.0
0.008547008547008548,0.75,0.0,0.096,0.7563805104408352,0.33,0.014018691588785045,0.022958223560406475,0.0
0.019943019943019943,0.25,0.0,0.28,0.02668213457076566,0.0,0.02336448598130841,0.04083552879187053,1.0
0.005698005698005698,0.125,0.05263157894736842,0.016,0.016241299303944315,0.5,0.009345794392523364,0.002446368084305608,1.0
0.025641025641025644,0.25,0.0,0.08,0.03248259860788863,0.44,0.037383177570093455,0.01543093714715845,1.0
0.011396011396011397,0.375,0.0,0.04,0.04756380510440835,0.91,0.014018691588785045,0.006398193451260821,0.0
0.002849002849002849,0.5,0.0,0.008,0.048723897911832945,0.0,0.004672897196261682,0.0,1.0
0.017094017094017096,1.0,0.0,0.04,0.7865429234338747,0.8300000000000001,0.018691588785046728,0.009785472337222432,0.0
0.1452991452991453,0.5,0.0,0.28,0.7819025522041763,0.9500000000000001,0.22429906542056072,0.11874294316898758,1.0
0.008547008547008548,0.875,0.0,0.216,0.7633410672853828,0.4,0.014018691588785045,0.04422280767783214,1.0
0.005698005698005698,0.25,0.0,0.064,0.037122969837587005,0.56,0.004672897196261682,0.012043658261196839,1.0
0.02849002849002849,0.25,0.0,0.20800000000000002,0.04640371229698376,0.9,0.004672897196261682,0.03519006398193451,1.0
0.011396011396011397,0.75,0.0,0.14400000000000002,0.7575406032482598,0.4,0.004672897196261682,0.02728641324802409,0.0
0.022792022792022793,0.125,0.0,0.04,0.02320185614849188,0.96,0.037383177570093455,0.032743695897628905,0.0
0.014245014245014245,0.25,0.0,0.088,0.037122969837587005,0.53,0.018691588785046728,0.008280015054572827,1.0
0.019943019943019943,0.875,0.02631578947368421,0.176,0.7679814385150812,0.0,0.02803738317757009,0.013549115543846444,0.0
0.014245014245014245,0.25,0.0,0.07200000000000001,0.04060324825986079,0.4,0.009345794392523364,0.014490026345502447,1.0
0.011396011396011397,0.625,0.0,0.176,0.8097447795823666,0.5,0.009345794392523364,0.03726006774557772,1.0
0.008547008547008548,0.75,0.0,0.04,0.8642691415313225,0.0,0.014018691588785045,0.023334587881068874,0.0
0.008547008547008548,0.25,0.0,0.096,0.0382830626450116,0.66,0.004672897196261682,0.019570944674444864,1.0
0.02849002849002849,0.125,0.0,0.024,0.025522041763341066,0.19,0.03271028037383177,0.02145276627775687,0.0
0.017094017094017096,0.75,0.0,0.128,0.759860788863109,0.4,0.004672897196261682,0.061911930748965,0.0
0.022792022792022793,0.125,0.3421052631578947,0.024,0.02320185614849188,0.75,0.0,0.0060218291305984195,0.0
0.005698005698005698,0.625,0.0,0.04,0.8167053364269141,0.25,0.009345794392523364,0.008844561535566429,0.0
0.008547008547008548,0.25,0.0,0.064,0.0382830626450116,0.0,0.009345794392523364,0.013549115543846444,1.0
0.008547008547008548,0.25,0.0,0.016,0.025522041763341066,0.0,0.014018691588785045,0.0030109145652992097,0.0
0.042735042735042736,0.125,0.02631578947368421,0.2,0.031322505800464036,0.8200000000000001,0.04672897196261682,0.04083552879187053,1.0
0.017094017094017096,0.125,0.02631578947368421,0.008,0.02088167053364269,0.0,0.02803738317757009,0.0020700037636432068,1.0
0.005698005698005698,0.25,0.0,0.032,0.037122969837587005,0.0,0.004672897196261682,0.0026345502446368085,1.0
0.014245014245014245,0.25,0.0,0.064,0.03480278422273782,0.53,0.018691588785046728,0.014113662024840046,0.0
0.005698005698005698,0.125,0.0,0.12,0.016241299303944315,0.5,0.004672897196261682,0.016560030109145654,0.0
0.014245014245014245,0.25,0.0,0.056,0.029002320185614848,0.09,0.0,0.012984569062852842,0.0
0.008547008547008548,0.25,0.0,0.04,0.02668213457076566,0.16,0.0,0.007527286413248024,0.0
0.002849002849002849,0.125,0.0,0.016,0.015081206496519721,0.0,0.004672897196261682,0.003951825366955213,0.0
0.08831908831908833,0.125,0.0,0.08,0.04988399071925754,0.85,0.0794392523364486,0.18140760255927738,1.0
0.014245014245014245,0.75,0.0,0.176,0.7587006960556845,0.6,0.004672897196261682,0.02484004516371848,0.0
0.011396011396011397,0.25,0.0,0.07200000000000001,0.08584686774941995,0.41000000000000003,0.018691588785046728,0.016371847948814452,1.0
0.011396011396011397,0.75,0.0,0.12,0.9048723897911832,0.62,0.014018691588785045,0.02521640948438088,0.0
0.019943019943019943,0.125,0.3421052631578947,0.024,0.022041763341067284,0.42,0.03271028037383177,0.007903650733910425,0.0
0.05698005698005698,0.125,0.0,0.232,0.037122969837587005,0.87,0.08878504672897196,0.04347007903650734,0.0
0.09116809116809117,0.125,0.02631578947368421,0.248,0.05104408352668213,0.91,0.08878504672897196,0.05589010161836658,1.0
0.002849002849002849,0.25,0.0,0.032,0.029002320185614848,0.0,0.004672897196261682,0.0013172751223184042,0.0
0.022792022792022793,0.25,0.0,0.112,0.04408352668213457,0.73,0.009345794392523364,0.017124576590139256,1.0
0.03418803418803419,0.25,0.0,0.10400000000000001,0.04640371229698376,0.54,0.04672897196261682,0.031802785095972896,1.0
0.014245014245014245,0.25,0.0,0.024,0.027842227378190254,0.8,0.02336448598130841,0.005833646970267219,0.0
0.08831908831908833,0.125,0.0,0.328,0.04988399071925754,0.0,0.06542056074766354,0.11328566051938277,1.0
0.011396011396011397,0.25,0.0,0.024,0.02668213457076566,0.81,0.018691588785046728,0.004328189687617614,1.0
0.04843304843304844,0.125,0.0,0.248,0.033642691415313224,0.75,0.04205607476635514,0.07339104252916824,0.0
0.03418803418803419,0.25,0.0,0.064,0.042923433874709975,0.8,0.037383177570093455,0.01919458035378246,1.0
0.03418803418803419,0.375,0.05263157894736842,0.032,0.0568445475638051,0.63,0.04205607476635514,0.01580730146782085,1.0
0.011396011396011397,0.25,0.0,0.024,0.027842227378190254,0.5,0.0,0.0041400075272864136,0.0
0.022792022792022793,0.25,0.0,0.096,0.04408352668213457,0.75,0.02803738317757009,0.009973654497553632,1.0
0.008547008547008548,0.75,0.0,0.064,0.7563805104408352,0.33,0.014018691588785045,0.013172751223184042,1.0
0.017094017094017096,0.25,0.0,0.168,0.025522041763341066,0.6900000000000001,0.009345794392523364,0.03481369966127211,1.0
0.017094017094017096,0.625,0.0,0.24,0.7424593967517401,0.63,0.0,0.05701919458035378,1.0
0.1452991452991453,0.125,0.0,0.32,0.07308584686774941,0.98,0.2289719626168224,0.17914941663530298,1.0
0.09401709401709402,0.125,0.0,0.056,0.052204176334106726,0.56,0.14953271028037382,0.06567557395558901,0.0
0.025641025641025644,0.75,0.0,0.312,0.7378190255220417,0.8,0.037383177570093455,0.051561911930748966,1.0
0.03703703703703704,0.25,0.0,0.07200000000000001,0.09628770301624129,0.75,0.0514018691588785,0.026345502446368085,1.0
0.017094017094017096,0.125,0.02631578947368421,0.064,0.02088167053364269,0.8300000000000001,0.02803738317757009,0.01543093714715845,1.0
0.03133903133903134,0.25,0.0,0.07200000000000001,0.04176334106728538,0.77,0.03271028037383177,0.020888219796763266,0.0
0.03418803418803419,0.75,0.0,0.216,0.7679814385150812,0.86,0.03271028037383177,0.06586375611592021,1.0
0.014245014245014245,0.125,0.0,0.024,0.019721577726218097,0.0,0.02336448598130841,0.004328189687617614,0.0
0.005698005698005698,0.125,0.0,0.016,0.016241299303944315,1.0,0.009345794392523364,0.0011290929619872038,0.0
0.017094017094017096,0.25,0.0,0.088,0.04176334106728538,0.8300000000000001,0.009345794392523364,0.009785472337222432,1.0
0.03703703703703704,0.625,0.0,0.24,0.7505800464037122,0.8,0.04672897196261682,0.07564922845314265,1.0
0.025641025641025644,0.25,0.0,0.16,0.04524361948955916,0.72,0.03271028037383177,0.020135491155438466,1.0
0.017094017094017096,0.0,0.02631578947368421,0.016,0.0069605568445475635,0.0,0.02803738317757009,0.0009409108016560031,1.0
0.014245014245014245,0.375,0.0,0.04,0.04408352668213457,0.7000000000000001,0.02336448598130841,0.00959729017689123,0.0
0.07407407407407408,0.125,0.0,0.152,0.04408352668213457,0.75,0.0,0.0942792623259315,1.0
0.03418803418803419,0.25,0.0,0.10400000000000001,0.042923433874709975,0.8,0.037383177570093455,0.03838916070756492,0.0
0.002849002849002849,0.75,0.0,0.128,0.7552204176334106,0.0,0.004672897196261682,0.015619119307489649,0.0
0.014245014245014245,0.125,0.0,0.04,0.019721577726218097,0.6,0.014018691588785045,0.016560030109145654,0.0
0.008547008547008548,0.75,0.0,0.056,0.7563805104408352,0.33,0.004672897196261682,0.011102747459540836,0.0
0.04843304843304844,0.125,0.0,0.248,0.033642691415313224,0.8,0.07009345794392523,0.08430560782837787,1.0
0.045584045584045586,0.125,0.05263157894736842,0.048,0.03248259860788863,0.78,0.04205607476635514,0.0916447120812947,1.0
0.08547008547008547,0.125,0.0,0.088,0.048723897911832945,0.91,0.14018691588785046,0.03669552126458411,1.0
0.005698005698005698,0.125,0.0,0.032,0.016241299303944315,0.33,0.009345794392523364,0.03782461422657132,1.0
0.011396011396011397,0.125,0.0,0.056,0.018561484918793503,0.75,0.004672897196261682,0.01863003387278886,1.0
0.005698005698005698,0.25,0.0,0.10400000000000001,0.037122969837587005,0.5,0.004672897196261682,0.013737297704177644,1.0
0.005698005698005698,0.25,0.0,0.064,0.037122969837587005,0.0,0.009345794392523364,0.0028227324049680093,1.0
0.008547008547008548,0.25,0.0,0.088,0.0382830626450116,0.66,0.009345794392523364,0.007903650733910425,1.0
0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.012231840421528039,0.0
0.014245014245014245,0.125,0.0,0.048,0.019721577726218097,0.0,0.02336448598130841,0.009973654497553632,1.0
0.011396011396011397,0.125,0.0,0.024,0.018561484918793503,0.0,0.018691588785046728,0.0026345502446368085,0.0
0.008547008547008548,0.125,0.0,0.14400000000000002,0.01740139211136891,0.0,0.009345794392523364,0.024463680843056078,0.0
0.008547008547008548,0.25,0.0,0.024,0.02668213457076566,0.33,0.0,0.0041400075272864136,0.0
0.014245014245014245,0.0,0.05263157894736842,0.008,0.00580046403712297,0.0,0.0,0.0009409108016560031,0.0
0.011396011396011397,0.75,0.0,0.168,0.7575406032482598,0.5,0.004672897196261682,0.0331200602182913,0.0
0.05128205128205129,0.875,0.0,0.40800000000000003,0.7807424593967517,0.81,0.037383177570093455,0.13135114791117802,1.0
0.002849002849002849,0.25,0.0,0.008,0.02320185614849188,0.0,0.004672897196261682,0.0007527286413248024,0.0
0.019943019943019943,0.125,0.0,0.14400000000000002,0.022041763341067284,0.6,0.03271028037383177,0.06003010914565299,1.0
0.039886039886039885,0.625,0.0,0.272,0.974477958236659,0.78,0.05607476635514018,0.06943921716221302,1.0
0.011396011396011397,0.25,0.0,0.07200000000000001,0.02668213457076566,0.0,0.014018691588785045,0.006774557771923222,0.0
0.014245014245014245,0.0,0.05263157894736842,0.016,0.00580046403712297,0.0,0.0,0.0009409108016560031,0.0
0.011396011396011397,0.75,0.0,0.20800000000000002,0.7575406032482598,0.52,0.004672897196261682,0.052314640572073766,0.0
0.02849002849002849,0.625,0.0,0.10400000000000001,0.9698375870069605,0.8,0.04205607476635514,0.026345502446368085,1.0
0.011396011396011397,0.125,0.0,0.048,0.018561484918793503,0.5,0.014018691588785045,0.007527286413248024,0.0
0.022792022792022793,0.125,0.0,0.04,0.02320185614849188,0.66,0.02336448598130841,0.019382762514113663,0.0
0.06552706552706553,0.75,0.05263157894736842,0.176,0.9095127610208816,0.8200000000000001,0.07009345794392523,0.06962739932254422,1.0
0.011396011396011397,0.125,0.18421052631578946,0.016,0.018561484918793503,0.0,0.018691588785046728,0.004704554008280015,0.0
0.02849002849002849,0.125,0.0,0.12,0.025522041763341066,0.66,0.004672897196261682,0.0649228453142642,1.0
0.039886039886039885,0.125,0.0,0.08,0.030162412993039442,0.9,0.06074766355140186,0.08656379375235228,1.0
0.019943019943019943,0.25,0.0,0.04,0.031322505800464036,0.46,0.0,0.022581859239744075,0.0
0.017094017094017096,0.25,0.0,0.032,0.02320185614849188,0.64,0.014018691588785045,0.026157320286036886,1.0
0.017094017094017096,0.0,0.02631578947368421,0.008,0.0069605568445475635,0.0,0.004672897196261682,0.0016936394429808055,1.0
0.017094017094017096,0.125,0.0,0.10400000000000001,0.02088167053364269,0.16,0.0,0.02182913059841927,0.0
0.017094017094017096,0.375,0.0,0.024,0.04988399071925754,0.96,0.018691588785046728,0.012796386902521642,1.0
0.011396011396011397,0.25,0.0,0.10400000000000001,0.03944315545243619,0.0,0.009345794392523364,0.014490026345502447,1.0
0.025641025641025644,0.125,0.0,0.048,0.024361948955916472,0.92,0.04205607476635514,0.03594279262325931,0.0
0.03418803418803419,0.125,0.0,0.032,0.027842227378190254,0.48,0.0,0.014490026345502447,1.0
0.0,0.0,0.3421052631578947,0.008,0.0,0.0,0.0,0.04986827248776816,1.0
0.008547008547008548,0.75,0.0,0.136,0.7575406032482598,0.71,0.014018691588785045,0.022017312758750473,1.0
0.008547008547008548,0.25,0.0,0.04,0.02668213457076566,0.33,0.0,0.006586375611592021,0.0
0.08831908831908833,0.125,0.0,0.248,0.04988399071925754,0.8300000000000001,0.06542056074766354,0.2608204742190441,1.0
0.08831908831908833,0.125,0.0,0.064,0.04988399071925754,0.8,0.11682242990654204,0.08336469702672186,1.0
0.008547008547008548,0.25,0.0,0.048,0.0382830626450116,0.77,0.009345794392523364,0.0041400075272864136,1.0
0.005698005698005698,0.0,0.02631578947368421,0.016,0.002320185614849188,0.0,0.0,0.027474595408355288,0.0
0.045584045584045586,0.625,0.0,0.248,0.7540603248259861,0.74,0.07009345794392523,0.07414377117049303,1.0
0.014245014245014245,0.125,0.0,0.16,0.019721577726218097,0.5,0.02336448598130841,0.014866390666164847,0.0
0.04843304843304844,0.875,0.05263157894736842,0.304,0.7795823665893271,0.8300000000000001,0.04672897196261682,0.09597290176891231,0.0
0.005698005698005698,0.25,0.0,0.008,0.037122969837587005,0.5,0.004672897196261682,0.0005645464809936018,1.0
0.014245014245014245,0.25,0.0,0.032,0.027842227378190254,0.9,0.02336448598130841,0.006962739932254423,0.0
0.03418803418803419,0.125,0.0,0.064,0.027842227378190254,0.66,0.04672897196261682,0.022770041400075273,0.0
0.04843304843304844,0.125,0.0,0.128,0.033642691415313224,0.8200000000000001,0.04205607476635514,0.054008280015054574,1.0
0.014245014245014245,0.25,0.0,0.14400000000000002,0.04060324825986079,0.7000000000000001,0.004672897196261682,0.014301844185171246,1.0
0.3532763532763533,0.125,0.0,1.0,0.15777262180974477,0.9500000000000001,0.4252336448598131,0.4636808430560783,1.0
0.022792022792022793,0.25,0.0,0.2,0.09048723897911833,0.7000000000000001,0.018691588785046728,0.03820097854723372,1.0
0.03133903133903134,0.25,0.0,0.136,0.03480278422273782,0.76,0.0514018691588785,0.03707188558524652,1.0
0.019943019943019943,0.25,0.0,0.096,0.02668213457076566,0.5,0.009345794392523364,0.045540082800150546,0.0
0.019943019943019943,0.125,0.0,0.032,0.022041763341067284,0.78,0.014018691588785045,0.011667293940534437,1.0
0.008547008547008548,0.25,0.0,0.056,0.0382830626450116,0.66,0.009345794392523364,0.004516371847948814,1.0
0.03418803418803419,0.125,0.0,0.136,0.027842227378190254,0.7000000000000001,0.02803738317757009,0.11761385020700038,1.0
0.03133903133903134,0.125,0.07894736842105263,0.10400000000000001,0.02668213457076566,0.72,0.04672897196261682,0.014490026345502447,0.0
0.03703703703703704,0.0,0.02631578947368421,0.016,0.015081206496519721,0.0,0.06074766355140186,0.004704554008280015,0.0
0.05982905982905983,0.125,0.0,0.064,0.0382830626450116,0.75,0.08878504672897196,0.05043281896876176,0.0
0.011396011396011397,0.125,0.02631578947368421,0.04,0.018561484918793503,0.92,0.018691588785046728,0.013925479864508846,0.0
0.011396011396011397,0.375,0.0,0.048,0.042923433874709975,0.75,0.018691588785046728,0.007339104252916824,1.0
0.011396011396011397,0.25,0.0,0.112,0.03944315545243619,0.0,0.004672897196261682,0.007339104252916824,1.0
0.05698005698005698,0.625,0.0,0.28800000000000003,0.7587006960556845,0.77,0.07009345794392523,0.08280015054572827,1.0
0.17094017094017094,0.75,0.0,0.5760000000000001,0.796983758700696,0.9500000000000001,0.21495327102803738,0.19909672563041025,1.0
0.017094017094017096,0.125,0.0,0.04,0.02088167053364269,0.62,0.02336448598130841,0.007903650733910425,0.0
0.025641025641025644,0.75,0.0,0.112,0.7378190255220417,0.8300000000000001,0.04205607476635514,0.01919458035378246,1.0
0.03703703703703704,0.25,0.0,0.128,0.10324825986078887,0.71,0.037383177570093455,0.039518253669552125,1.0
0.008547008547008548,0.25,0.0,0.008,0.025522041763341066,0.0,0.014018691588785045,0.0026345502446368085,0.0
0.03703703703703704,0.125,0.13157894736842105,0.04,0.029002320185614848,0.53,0.06074766355140186,0.013172751223184042,1.0
0.008547008547008548,0.75,0.0,0.088,0.7563805104408352,0.33,0.004672897196261682,0.0325555137372977,1.0
0.005698005698005698,1.0,0.0,0.024,0.7703016241299303,0.0,0.009345794392523364,0.001505457282649605,0.0
0.02849002849002849,0.125,0.0,0.184,0.025522041763341066,0.63,0.03271028037383177,0.05062100112909296,0.0
0.08262108262108263,0.125,0.02631578947368421,0.41600000000000004,0.04756380510440835,0.84,0.0794392523364486,0.19608581106511103,1.0
