length,even_odd,first_char_vowel,second_char_vowel,vowels,consonants,vowel_consonant_ratio,spaces,dots,words,class
0.16666666666666674,1.0,0.0,1.0,0.125,0.23076923076923078,0.16666666666666666,0.0,0.0,0.0,1.0
0.6111111111111112,1.0,0.0,1.0,0.625,0.38461538461538464,0.42000000000000004,1.0,0.0,1.0,1.0
0.38888888888888884,1.0,0.0,0.0,0.375,0.38461538461538464,0.24666666666666667,0.0,0.0,0.0,0.0
0.33333333333333337,0.0,0.0,1.0,0.25,0.38461538461538464,0.16666666666666666,0.0,0.0,0.0,1.0
0.16666666666666674,1.0,0.0,1.0,0.125,0.23076923076923078,0.16666666666666666,0.0,0.0,0.0,1.0
0.2222222222222222,0.0,0.0,1.0,0.125,0.30769230769230776,0.11999999999999997,0.0,0.0,0.0,1.0
0.16666666666666674,1.0,1.0,0.0,0.25,0.15384615384615385,0.3666666666666667,0.0,0.0,0.0,0.0
0.11111111111111116,0.0,0.0,0.0,0.0,0.23076923076923078,0.053333333333333344,0.0,0.0,0.0,0.0
0.4444444444444444,0.0,0.0,1.0,0.25,0.5384615384615385,0.1,0.0,0.0,0.0,1.0
0.7777777777777777,0.0,0.0,1.0,1.0,0.5384615384615385,0.5,0.0,0.0,0.0,1.0
0.38888888888888884,1.0,0.0,1.0,0.375,0.38461538461538464,0.24666666666666667,0.0,0.0,0.0,1.0
0.5,1.0,0.0,1.0,0.375,0.5384615384615385,0.16666666666666666,0.0,0.0,0.0,1.0
0.33333333333333337,0.0,0.0,1.0,0.0,0.38461538461538464,0.0,0.5,0.5,0.5,1.0
0.2222222222222222,0.0,0.0,1.0,0.375,0.15384615384615385,0.5,0.0,0.0,0.0,1.0
0.2222222222222222,0.0,0.0,1.0,0.25,0.23076923076923078,0.28,0.0,0.0,0.0,1.0
0.2222222222222222,0.0,0.0,1.0,0.25,0.23076923076923078,0.28,0.0,0.0,0.0,1.0
0.4444444444444444,0.0,1.0,1.0,0.625,0.30769230769230776,0.5,0.0,0.0,0.0,1.0
0.7222222222222223,1.0,0.0,0.0,0.5,0.6153846153846154,0.20000000000000004,0.5,0.5,0.5,0.0
0.2222222222222222,0.0,0.0,1.0,0.125,0.30769230769230776,0.11999999999999997,0.0,0.0,0.0,1.0
0.2222222222222222,0.0,0.0,0.0,0.125,0.30769230769230776,0.11999999999999997,0.0,0.0,0.0,0.0
0.33333333333333337,0.0,0.0,1.0,0.25,0.38461538461538464,0.16666666666666666,0.0,0.0,0.0,1.0
0.2777777777777778,1.0,0.0,0.0,0.125,0.38461538461538464,0.08666666666666664,0.0,0.0,0.0,0.0
0.33333333333333337,0.0,0.0,0.0,0.125,0.23076923076923078,0.16666666666666666,0.5,1.0,0.5,0.0
0.33333333333333337,0.0,0.0,0.0,0.375,0.30769230769230776,0.30666666666666664,0.0,0.0,0.0,0.0
0.38888888888888884,1.0,0.0,1.0,0.25,0.30769230769230776,0.2133333333333333,0.5,0.5,0.5,1.0
0.4444444444444444,0.0,0.0,1.0,0.25,0.38461538461538464,0.16666666666666666,0.5,0.5,0.5,1.0
0.4444444444444444,0.0,0.0,1.0,0.375,0.4615384615384615,0.2066666666666667,0.0,0.0,0.0,1.0
0.33333333333333337,0.0,0.0,1.0,0.125,0.4615384615384615,0.053333333333333344,0.0,0.0,0.0,1.0
0.5,1.0,0.0,1.0,0.25,0.4615384615384615,0.12666666666666668,0.5,0.5,0.5,1.0
0.2222222222222222,0.0,1.0,0.0,0.25,0.23076923076923078,0.28,0.0,0.0,0.0,0.0
0.2222222222222222,0.0,0.0,1.0,0.25,0.23076923076923078,0.28,0.0,0.0,0.0,1.0
0.33333333333333337,0.0,0.0,0.0,0.25,0.38461538461538464,0.16666666666666666,0.0,0.0,0.0,0.0
0.5,1.0,0.0,1.0,0.375,0.38461538461538464,0.24666666666666667,0.5,0.5,0.5,1.0
0.4444444444444444,0.0,0.0,1.0,0.375,0.4615384615384615,0.2066666666666667,0.0,0.0,0.0,1.0
0.4444444444444444,0.0,1.0,0.0,0.375,0.30769230769230776,0.30666666666666664,0.5,0.5,0.5,0.0
0.5,1.0,0.0,1.0,0.375,0.38461538461538464,0.24666666666666667,0.5,0.5,0.5,1.0
0.38888888888888884,1.0,0.0,0.0,0.125,0.5384615384615385,0.033333333333333326,0.0,0.0,0.0,0.0
0.6666666666666667,0.0,0.0,1.0,0.75,0.5384615384615385,0.3666666666666667,0.0,0.0,0.0,1.0
0.38888888888888884,1.0,0.0,1.0,0.125,0.38461538461538464,0.08666666666666664,0.5,0.5,0.5,1.0
0.38888888888888884,1.0,1.0,0.0,0.5,0.23076923076923078,0.5,0.5,0.0,0.5,0.0
0.6111111111111112,1.0,0.0,0.0,0.375,0.5384615384615385,0.16666666666666666,0.5,0.5,0.5,0.0
1.0,0.0,0.0,0.0,0.75,1.0,0.16666666666666666,0.0,0.0,0.0,0.0
0.5,1.0,0.0,1.0,0.25,0.4615384615384615,0.12666666666666668,0.5,0.5,0.5,1.0
0.4444444444444444,0.0,0.0,1.0,0.5,0.38461538461538464,0.33333333333333337,0.0,0.0,0.0,1.0
0.33333333333333337,0.0,0.0,0.0,0.25,0.38461538461538464,0.16666666666666666,0.0,0.0,0.0,0.0
0.38888888888888884,1.0,0.0,1.0,0.25,0.4615384615384615,0.12666666666666668,0.0,0.0,0.0,1.0
0.6111111111111112,1.0,1.0,0.0,0.75,0.4615384615384615,0.42666666666666664,0.0,0.0,0.0,0.0
0.2222222222222222,0.0,1.0,0.0,0.25,0.23076923076923078,0.28,0.0,0.0,0.0,0.0
0.2777777777777778,1.0,0.0,1.0,0.625,0.07692307692307693,0.9999999999999999,0.0,0.0,0.0,1.0
0.2777777777777778,1.0,0.0,1.0,0.25,0.30769230769230776,0.2133333333333333,0.0,0.0,0.0,1.0
0.2777777777777778,1.0,0.0,1.0,0.375,0.23076923076923078,0.3866666666666666,0.0,0.0,0.0,1.0
0.38888888888888884,1.0,0.0,1.0,0.25,0.30769230769230776,0.2133333333333333,0.5,0.5,0.5,1.0
0.6111111111111112,1.0,0.0,1.0,0.5,0.6153846153846154,0.20000000000000004,0.0,0.0,0.0,1.0
0.5555555555555556,0.0,0.0,0.0,0.625,0.4615384615384615,0.3533333333333334,0.0,0.0,0.0,0.0
0.5555555555555556,0.0,0.0,1.0,0.5,0.5384615384615385,0.2333333333333333,0.0,0.0,0.0,1.0
0.38888888888888884,1.0,0.0,0.0,0.375,0.23076923076923078,0.3866666666666666,0.5,0.5,0.5,0.0
0.4444444444444444,0.0,0.0,1.0,0.5,0.38461538461538464,0.33333333333333337,0.0,0.0,0.0,1.0
0.5555555555555556,0.0,0.0,0.0,0.375,0.4615384615384615,0.2066666666666667,0.5,0.5,0.5,0.0
0.5,1.0,0.0,1.0,0.375,0.38461538461538464,0.24666666666666667,0.5,0.5,0.5,1.0
0.38888888888888884,1.0,0.0,1.0,0.375,0.38461538461538464,0.24666666666666667,0.0,0.0,0.0,1.0
0.4444444444444444,0.0,0.0,1.0,0.375,0.4615384615384615,0.2066666666666667,0.0,0.0,0.0,1.0
0.38888888888888884,1.0,0.0,1.0,0.25,0.4615384615384615,0.12666666666666668,0.0,0.0,0.0,1.0
0.6111111111111112,1.0,0.0,0.0,0.25,0.6153846153846154,0.07333333333333333,0.5,0.5,0.5,0.0
0.7222222222222223,1.0,0.0,0.0,0.5,0.7692307692307692,0.13999999999999999,0.0,0.0,0.0,0.0
0.33333333333333337,0.0,0.0,1.0,0.5,0.23076923076923078,0.5,0.0,0.0,0.0,1.0
0.38888888888888884,1.0,0.0,1.0,0.25,0.4615384615384615,0.12666666666666668,0.0,0.0,0.0,1.0
0.5555555555555556,0.0,0.0,0.0,0.5,0.5384615384615385,0.2333333333333333,0.0,0.0,0.0,0.0
0.33333333333333337,0.0,0.0,1.0,0.375,0.30769230769230776,0.30666666666666664,0.0,0.0,0.0,1.0
0.16666666666666674,1.0,1.0,0.0,0.125,0.23076923076923078,0.16666666666666666,0.0,0.0,0.0,0.0
0.5555555555555556,0.0,0.0,1.0,0.5,0.5384615384615385,0.2333333333333333,0.0,0.0,0.0,1.0
0.2222222222222222,0.0,0.0,1.0,0.125,0.30769230769230776,0.11999999999999997,0.0,0.0,0.0,1.0
0.2777777777777778,1.0,0.0,1.0,0.125,0.38461538461538464,0.08666666666666664,0.0,0.0,0.0,1.0
0.2777777777777778,1.0,0.0,1.0,0.125,0.38461538461538464,0.08666666666666664,0.0,0.0,0.0,1.0
0.6111111111111112,1.0,0.0,1.0,0.5,0.4615384615384615,0.28,0.5,0.5,0.5,1.0
0.2222222222222222,0.0,0.0,1.0,0.125,0.30769230769230776,0.11999999999999997,0.0,0.0,0.0,1.0
0.05555555555555558,1.0,0.0,1.0,0.0,0.15384615384615385,0.1,0.0,0.0,0.0,1.0
0.2222222222222222,0.0,0.0,1.0,0.125,0.30769230769230776,0.11999999999999997,0.0,0.0,0.0,1.0
0.7777777777777777,0.0,0.0,1.0,0.625,0.6923076923076923,0.21999999999999995,0.5,0.0,0.5,1.0
0.2777777777777778,1.0,0.0,1.0,0.25,0.30769230769230776,0.2133333333333333,0.0,0.0,0.0,1.0
0.4444444444444444,0.0,0.0,1.0,0.25,0.38461538461538464,0.16666666666666666,0.5,0.5,0.5,1.0
0.33333333333333337,0.0,0.0,1.0,0.25,0.38461538461538464,0.16666666666666666,0.0,0.0,0.0,1.0
0.2222222222222222,0.0,1.0,0.0,0.5,0.07692307692307693,0.8333333333333334,0.0,0.0,0.0,0.0
0.2777777777777778,1.0,0.0,1.0,0.125,0.38461538461538464,0.08666666666666664,0.0,0.0,0.0,1.0
0.33333333333333337,0.0,0.0,1.0,0.25,0.38461538461538464,0.16666666666666666,0.0,0.0,0.0,1.0
0.33333333333333337,0.0,0.0,1.0,0.5,0.23076923076923078,0.5,0.0,0.0,0.0,1.0
0.7222222222222223,1.0,1.0,0.0,0.5,0.6153846153846154,0.20000000000000004,0.5,0.5,0.5,0.0
0.5555555555555556,0.0,0.0,1.0,0.375,0.6153846153846154,0.13333333333333333,0.0,0.0,0.0,1.0
0.7777777777777777,0.0,0.0,1.0,0.875,0.5384615384615385,0.43333333333333335,0.5,0.0,0.5,1.0
0.33333333333333337,0.0,0.0,1.0,0.375,0.30769230769230776,0.30666666666666664,0.0,0.0,0.0,1.0
0.4444444444444444,0.0,0.0,1.0,0.375,0.4615384615384615,0.2066666666666667,0.0,0.0,0.0,1.0
0.16666666666666674,1.0,0.0,1.0,0.125,0.23076923076923078,0.16666666666666666,0.0,0.0,0.0,1.0
0.2777777777777778,1.0,0.0,1.0,0.375,0.23076923076923078,0.3866666666666666,0.0,0.0,0.0,1.0
0.33333333333333337,0.0,0.0,0.0,0.5,0.23076923076923078,0.5,0.0,0.0,0.0,0.0
0.5555555555555556,0.0,0.0,1.0,0.25,0.5384615384615385,0.1,0.5,0.5,0.5,1.0
0.33333333333333337,0.0,1.0,0.0,0.25,0.38461538461538464,0.16666666666666666,0.0,0.0,0.0,0.0
0.5,1.0,0.0,1.0,0.125,0.5384615384615385,0.033333333333333326,0.5,0.5,0.5,1.0
0.4444444444444444,0.0,0.0,1.0,0.25,0.5384615384615385,0.1,0.0,0.0,0.0,1.0
0.2222222222222222,0.0,0.0,1.0,0.125,0.30769230769230776,0.11999999999999997,0.0,0.0,0.0,1.0
0.2777777777777778,1.0,0.0,1.0,0.25,0.30769230769230776,0.2133333333333333,0.0,0.0,0.0,1.0
0.16666666666666674,1.0,0.0,1.0,0.0,0.30769230769230776,0.026666666666666644,0.0,0.0,0.0,1.0
0.2222222222222222,0.0,0.0,1.0,0.25,0.23076923076923078,0.28,0.0,0.0,0.0,1.0
0.2777777777777778,1.0,0.0,1.0,0.25,0.15384615384615385,0.3666666666666667,0.5,0.5,0.5,1.0
0.2777777777777778,1.0,0.0,1.0,0.25,0.30769230769230776,0.2133333333333333,0.0,0.0,0.0,1.0
0.5,1.0,0.0,0.0,0.375,0.5384615384615385,0.16666666666666666,0.0,0.0,0.0,0.0
0.2777777777777778,1.0,1.0,1.0,0.5,0.15384615384615385,0.6333333333333333,0.0,0.0,0.0,1.0
0.16666666666666674,1.0,0.0,1.0,0.125,0.23076923076923078,0.16666666666666666,0.0,0.0,0.0,1.0
0.33333333333333337,0.0,0.0,1.0,0.375,0.23076923076923078,0.3866666666666666,0.5,0.0,0.5,1.0
0.38888888888888884,1.0,0.0,1.0,0.375,0.38461538461538464,0.24666666666666667,0.0,0.0,0.0,1.0
0.05555555555555558,1.0,0.0,1.0,0.0,0.15384615384615385,0.1,0.0,0.0,0.0,1.0
0.33333333333333337,0.0,0.0,1.0,0.375,0.30769230769230776,0.30666666666666664,0.0,0.0,0.0,1.0
0.38888888888888884,1.0,0.0,1.0,0.375,0.38461538461538464,0.24666666666666667,0.0,0.0,0.0,1.0
0.38888888888888884,1.0,0.0,1.0,0.375,0.38461538461538464,0.24666666666666667,0.0,0.0,0.0,1.0
0.4444444444444444,0.0,0.0,1.0,0.25,0.38461538461538464,0.16666666666666666,0.5,0.5,0.5,1.0
0.6111111111111112,1.0,0.0,1.0,0.625,0.38461538461538464,0.42000000000000004,0.5,0.5,0.5,1.0
0.16666666666666674,1.0,0.0,1.0,0.25,0.15384615384615385,0.3666666666666667,0.0,0.0,0.0,1.0
0.11111111111111116,0.0,0.0,1.0,0.375,0.0,0.9466666666666667,0.0,0.0,0.0,1.0
0.38888888888888884,1.0,0.0,1.0,0.375,0.38461538461538464,0.24666666666666667,0.0,0.0,0.0,1.0
0.5,1.0,0.0,1.0,0.375,0.5384615384615385,0.16666666666666666,0.0,0.0,0.0,1.0
0.5,1.0,0.0,1.0,0.375,0.38461538461538464,0.24666666666666667,0.5,0.5,0.5,1.0
0.6111111111111112,1.0,0.0,1.0,0.375,0.6153846153846154,0.13333333333333333,0.5,0.0,0.5,1.0
0.33333333333333337,0.0,0.0,0.0,0.25,0.38461538461538464,0.16666666666666666,0.0,0.0,0.0,0.0
0.11111111111111116,0.0,0.0,1.0,0.125,0.15384615384615385,0.2333333333333333,0.0,0.0,0.0,1.0
0.5,1.0,0.0,1.0,0.25,0.6153846153846154,0.07333333333333333,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.125,0.0,0.5,0.0,0.0,0.0,1.0
0.5,1.0,0.0,1.0,0.5,0.4615384615384615,0.28,0.0,0.0,0.0,1.0
0.5555555555555556,0.0,0.0,1.0,0.75,0.38461538461538464,0.5,0.0,0.0,0.0,1.0
0.38888888888888884,1.0,0.0,1.0,0.5,0.30769230769230776,0.4066666666666666,0.0,0.0,0.0,1.0
0.05555555555555558,1.0,0.0,1.0,0.0,0.15384615384615385,0.1,0.0,0.0,0.0,1.0
0.33333333333333337,0.0,0.0,0.0,0.125,0.30769230769230776,0.11999999999999997,0.5,0.5,0.5,0.0
0.38888888888888884,1.0,0.0,1.0,0.25,0.30769230769230776,0.2133333333333333,0.5,0.5,0.5,1.0
0.6666666666666667,0.0,0.0,0.0,0.75,0.5384615384615385,0.3666666666666667,0.0,0.0,0.0,0.0
0.38888888888888884,1.0,0.0,1.0,0.25,0.4615384615384615,0.12666666666666668,0.0,0.0,0.0,1.0
0.38888888888888884,1.0,0.0,1.0,0.375,0.38461538461538464,0.24666666666666667,0.0,0.0,0.0,1.0
0.33333333333333337,0.0,0.0,0.0,0.25,0.38461538461538464,0.16666666666666666,0.0,0.0,0.0,0.0
0.11111111111111116,0.0,0.0,1.0,0.125,0.15384615384615385,0.2333333333333333,0.0,0.0,0.0,1.0
0.6111111111111112,1.0,0.0,1.0,0.625,0.5384615384615385,0.29999999999999993,0.0,0.0,0.0,1.0
0.33333333333333337,0.0,1.0,0.0,0.375,0.30769230769230776,0.30666666666666664,0.0,0.0,0.0,0.0
0.38888888888888884,1.0,0.0,1.0,0.375,0.38461538461538464,0.24666666666666667,0.0,0.0,0.0,1.0
0.2222222222222222,0.0,0.0,1.0,0.125,0.30769230769230776,0.11999999999999997,0.0,0.0,0.0,1.0
0.2222222222222222,0.0,0.0,1.0,0.25,0.23076923076923078,0.28,0.0,0.0,0.0,1.0
