northing,easting,resistivity,isns,class
0.8629716981132076,0.4927109974424552,0.06359011627906977,1.0,1.0
0.20605345911949685,0.3652173913043478,0.5019379844961239,1.0,1.0
0.18768343815513627,0.6139386189258312,0.1994912790697674,1.0,1.0
0.08123689727463312,0.36547314578005113,0.3065649224806201,1.0,1.0
0.8630241090146752,0.09661125319693095,0.49448885658914726,1.0,1.0
0.991954926624738,0.23478260869565218,0.31891957364341084,1.0,1.0
0.2653563941299791,0.6451406649616368,0.24249031007751937,0.0,1.0
0.3681341719077569,0.7923273657289004,0.16424418604651161,0.0,1.0
0.1897536687631027,0.20236572890025575,0.16224563953488372,0.0,1.0
0.6085167714884697,0.3755754475703325,0.6726623062015503,0.0,0.0
0.8949161425576521,0.36406649616368286,0.7744064922480619,0.0,0.0
0.7303983228511531,0.09782608695652174,0.46547965116279066,1.0,1.0
0.24027777777777778,0.6152173913043479,0.32745881782945735,1.0,1.0
0.3422955974842768,0.8408567774936061,0.19398013565891473,0.0,1.0
0.029088050314465413,0.2081841432225064,0.2747093023255814,0.0,1.0
0.424685534591195,0.24929667519181586,0.31407461240310075,0.0,0.0
0.26755765199161424,0.31265984654731455,0.41327519379844957,0.0,1.0
0.031446540880503145,0.013427109974424555,0.21438953488372092,0.0,1.0
0.8448637316561846,0.6970588235294118,0.03712451550387596,0.0,0.0
0.2308700209643606,0.48478260869565215,0.4620881782945736,1.0,1.0
0.5046907756813418,0.274616368286445,0.48358769379844957,0.0,0.0
0.34187631027253673,0.95230179028133,0.14056443798449614,0.0,1.0
0.5014412997903565,0.49092071611253196,0.5167151162790697,1.0,1.0
0.6564989517819707,0.7471227621483377,0.2953003875968992,0.0,0.0
0.8238731656184487,0.05147058823529412,0.42556928294573637,0.0,0.0
0.32038784067085957,0.35140664961636825,0.5633478682170542,0.0,1.0
0.05338050314465409,0.10933503836317136,0.19585755813953484,1.0,1.0
0.23907232704402515,0.6563299232736574,0.23970445736434107,0.0,1.0
0.44979035639413,0.6460358056265985,0.30329457364341084,0.0,0.0
0.16174004192872116,0.37263427109974423,0.4930353682170542,0.0,1.0
0.504979035639413,0.2377237851662404,0.47807655038759683,0.0,0.0
0.8237159329140462,0.3479539641943734,0.3612524224806201,1.0,1.0
0.4024633123689728,0.23459079283887468,0.2521196705426357,1.0,1.0
0.4379192872117401,0.7393222506393863,0.2120881782945736,1.0,1.0
0.18886268343815513,0.4656010230179028,0.5032097868217054,0.0,1.0
0.7604035639412999,0.7489130434782609,0.05529312015503875,0.0,0.0
0.7152515723270441,0.24680306905370844,0.3127422480620155,0.0,0.0
0.7964884696016772,0.16144501278772377,0.4820130813953488,0.0,0.0
0.7095125786163522,0.7308184143222507,0.1638202519379845,0.0,0.0
0.42355870020964365,0.23484654731457802,0.28234011627906974,1.0,1.0
0.004035639412997904,0.3609335038363171,0.24806201550387597,0.0,1.0
0.6433962264150943,0.2278772378516624,0.3786337209302325,1.0,1.0
0.3686582809224319,0.7751278772378517,0.16472868217054262,0.0,1.0
0.9967505241090148,0.9816496163682866,0.228500484496124,1.0,1.0
0.7663784067085955,0.2436700767263427,0.2746487403100775,0.0,0.0
0.6129979035639413,0.07627877237851663,0.2660489341085271,0.0,0.0
0.7626310272536688,0.5585038363171356,0.13196463178294573,0.0,0.0
0.8761792452830189,0.4930306905370844,0.24563953488372092,1.0,1.0
0.5277253668763103,0.7752557544757033,0.2295300387596899,0.0,0.0
0.6485587002096437,0.4890025575447571,0.7097262596899224,1.0,1.0
0.9390461215932915,0.49072890025575444,0.18804505813953487,1.0,1.0
0.3741090146750524,0.3683503836317136,0.3942587209302325,0.0,1.0
0.3149895178197065,0.6109335038363172,0.16715116279069767,0.0,1.0
0.0019916142557651994,0.6211636828644502,0.14553052325581395,0.0,1.0
0.7101415094339624,0.6731457800511509,0.17175387596899225,0.0,0.0
0.7153825995807128,0.2377237851662404,0.33066860465116277,0.0,0.0
0.48540356394129985,0.4911125319693095,0.3503512596899225,1.0,1.0
0.8445230607966457,0.748529411764706,0.0554142441860465,0.0,0.0
0.07025681341719078,0.48874680306905366,0.45021802325581395,1.0,1.0
0.21606394129979037,0.4073529411764706,0.476501937984496,0.0,1.0
0.9555293501048219,0.01656010230179028,0.3147407945736434,0.0,0.0
0.6906184486373166,0.09955242966751919,0.6670300387596899,1.0,1.0
0.11252620545073376,0.39961636828644503,0.6359011627906976,0.0,1.0
0.3673480083857443,0.2342710997442455,0.19846172480620153,1.0,1.0
0.21876310272536686,0.6146419437340154,0.48819040697674415,1.0,1.0
0.9300576519916143,0.01764705882352941,0.34744428294573637,0.0,0.0
0.21561844863731655,0.6148337595907929,0.39789244186046513,0.0,1.0
0.3758385744234801,0.25070332480818414,0.2272286821705426,0.0,1.0
0.3756289308176101,0.10191815856777495,0.2555111434108527,1.0,1.0
0.5587264150943397,0.07384910485933505,0.24921269379844957,0.0,0.0
0.003983228511530398,0.4010230179028133,0.20257994186046513,0.0,1.0
0.739412997903564,0.09737851662404091,0.4980014534883721,1.0,1.0
0.6584119496855346,0.22659846547314577,0.2667756782945736,1.0,1.0
0.8031446540880505,0.3485933503836317,0.5285852713178294,1.0,1.0
0.8977201257861637,0.1744245524296675,0.45476017441860467,0.0,0.0
0.21601153039832285,0.3794117647058824,0.490734011627907,0.0,1.0
0.018238993710691823,0.8718030690537084,0.24788032945736432,1.0,1.0
0.27575995807127884,0.23228900255754475,0.32909399224806196,1.0,1.0
0.07914046121593292,0.8817135549872124,0.2078488372093023,0.0,1.0
0.13757861635220126,0.09763427109974425,0.03161337209302325,0.0,1.0
0.9974580712788261,0.4744884910485933,0.03524709302325581,1.0,1.0
0.6882075471698114,0.3467391304347826,0.6755692829457364,0.0,0.0
0.13757861635220126,0.08049872122762149,0.026586724806201553,0.0,1.0
0.8214360587002097,0.2449488491048593,0.2839752906976744,0.0,0.0
0.8949161425576521,0.5659846547314579,0.15976259689922478,0.0,0.0
0.129979035639413,0.9245524296675192,0.3739098837209302,0.0,1.0
0.16208071278825997,0.4031329923273657,0.4069161821705426,0.0,1.0
0.7589622641509435,0.8717391304347827,0.026586724806201553,0.0,0.0
0.3954402515723271,0.6124040920716113,0.4623304263565891,0.0,1.0
0.7900943396226415,0.665153452685422,0.06340843023255814,0.0,0.0
0.6640461215932915,0.07033248081841433,0.5135053294573644,0.0,0.0
0.2159853249475891,0.3235294117647059,0.5440285852713178,0.0,1.0
0.3790356394129979,0.23433503836317135,0.23770591085271317,1.0,1.0
0.8442610062893082,0.6213554987212276,0.03439922480620155,0.0,0.0
0.24984276729559748,0.6154092071611253,0.3399345930232558,1.0,1.0
0.739412997903564,0.4332480818414322,0.4176356589147286,0.0,0.0
0.727227463312369,0.22378516624040917,0.31183381782945735,1.0,1.0
0.37961215932914055,0.18190537084398978,0.33563468992248063,0.0,1.0
0.02838050314465409,0.26547314578005116,0.24897044573643407,0.0,1.0
0.7943396226415095,0.40485933503836313,0.13238856589147285,0.0,0.0
0.4231918238993711,0.4906649616368286,0.5685562015503876,0.0,0.0
0.24051362683438157,0.42218670076726345,0.5629844961240309,0.0,1.0
0.742269392033543,0.24578005115089516,0.2784035852713178,0.0,0.0
0.5276729559748429,0.786381074168798,0.26199127906976744,0.0,0.0
0.11616876310272538,0.3633631713554987,0.6361434108527132,1.0,1.0
0.34263626834381555,0.7494245524296675,0.16696947674418605,0.0,1.0
0.13846960167714883,0.39565217391304347,0.439922480620155,0.0,1.0
0.006498951781970651,0.10127877237851664,0.22444282945736435,0.0,1.0
0.9227201257861636,0.7298593350383632,0.12542393410852715,0.0,0.0
0.8231394129979036,0.07864450127877239,0.646499515503876,0.0,0.0
0.1123427672955975,0.33088235294117646,0.5369428294573643,0.0,1.0
0.4233490566037736,0.6613171355498721,0.29348352713178294,0.0,0.0
0.6811320754716982,0.9611892583120206,0.0067223837209302315,0.0,0.0
0.20131027253668762,0.4854859335038363,0.48225532945736427,1.0,1.0
0.8972222222222224,0.04354219948849106,0.4647529069767441,0.0,0.0
0.8735324947589099,0.4929667519181586,0.18816618217054262,1.0,1.0
0.7655136268343816,0.3027493606138107,0.3146196705426357,0.0,0.0
0.7130765199161426,0.3978260869565217,0.3484738372093023,0.0,0.0
0.6901991614255766,0.11751918158567774,0.6043483527131783,0.0,0.0
0.18925576519916143,0.29187979539641945,0.49291424418604646,0.0,1.0
0.2605870020964361,0.6156649616368287,0.2711967054263566,1.0,1.0
0.4800314465408806,0.0571611253196931,0.17023982558139533,0.0,0.0
0.3503406708595388,0.4902173913043478,0.5185925387596898,1.0,1.0
0.3794287211740042,0.8641304347826088,0.17054263565891473,1.0,1.0
0.18977987421383646,0.19680306905370845,0.16521317829457363,0.0,1.0
0.21496331236897276,0.6663682864450129,0.45778827519379844,0.0,1.0
0.7115828092243187,0.5386828644501279,0.2811894379844961,0.0,0.0
0.7604821802935011,0.7427749360613811,0.0523861434108527,0.0,0.0
0.6306341719077568,0.845843989769821,0.05383963178294573,0.0,0.0
0.4213574423480085,0.7648337595907928,0.21275436046511628,0.0,0.0
0.22348008385744236,0.4849744245524296,0.5049660852713178,1.0,1.0
0.42822327044025166,0.23484654731457802,0.28706395348837205,1.0,1.0
0.08309748427672957,0.3703964194373402,0.2277737403100775,0.0,1.0
0.8170073375262055,0.4936061381074169,0.0393047480620155,0.0,0.0
0.6826781970649896,0.8377237851662405,0.02882751937984496,0.0,0.0
0.47984800838574426,0.08708439897698211,0.2700460271317829,0.0,0.0
0.27992662473794555,0.867838874680307,0.1418362403100775,1.0,1.0
0.6586477987421384,0.5700127877237852,0.4329578488372092,0.0,0.0
0.2675838574423481,0.15978260869565217,0.3726380813953488,0.0,1.0
0.3400681341719078,0.865601023017903,0.18707606589147285,1.0,1.0
0.8714884696016771,0.31016624040920715,0.5250121124031008,0.0,0.0
0.2656184486373166,0.5588235294117647,0.3941981589147287,0.0,1.0
0.18697589098532497,0.6183503836317136,0.2507267441860465,0.0,1.0
0.8405398322851153,0.9531329923273657,0.0982921511627907,0.0,0.0
0.2160377358490566,0.15812020460358053,0.3177688953488372,0.0,1.0
0.3454140461215933,0.5054987212276215,0.4620276162790698,0.0,1.0
0.22303459119496855,0.10607416879795396,0.285125968992248,1.0,1.0
0.6126048218029351,0.09795396419437341,0.3160125968992248,0.0,0.0
0.36187106918239,0.3605498721227621,0.4580305232558139,1.0,1.0
0.6058438155136269,0.7436700767263428,0.24654796511627908,0.0,0.0
0.1375524109014675,0.01636828644501279,0.2451550387596899,0.0,1.0
0.8683176100628932,0.6132352941176471,0.0637718023255814,0.0,0.0
0.16475366876310274,0.1283248081841432,0.019379844961240306,0.0,1.0
0.2907756813417191,0.7937340153452687,0.1585513565891473,0.0,1.0
0.45330188679245287,0.4915601023017903,0.6893774224806201,1.0,1.0
0.7494234800838575,0.48996163682864446,0.15485707364341084,1.0,1.0
0.10445492662473796,0.3635549872122762,0.8162548449612401,1.0,1.0
0.24006813417190775,0.5319693094629157,0.46384447674418605,0.0,1.0
0.9582809224318659,0.2311381074168798,0.30353682170542634,1.0,1.0
0.8201257861635222,0.30466751918158563,0.38699127906976744,0.0,0.0
0.04766771488469602,0.8739769820971868,0.1912548449612403,1.0,1.0
0.11242138364779874,0.2551150895140665,0.33169815891472865,0.0,1.0
0.4243972746331237,0.2893222506393862,0.33527131782945735,0.0,0.0
0.7151205450733753,0.25581841432225066,0.2845809108527132,0.0,0.0
0.3421121593291405,0.8894501278772379,0.19803779069767444,0.0,1.0
0.8425314465408805,0.8508312020460359,0.24279312015503873,0.0,0.0
0.7914832285115304,0.5805626598465474,0.1322674418604651,0.0,0.0
0.8981132075471698,0.24290281329923274,0.3099563953488372,0.0,0.0
0.004874213836477988,0.27244245524296673,0.1716327519379845,0.0,1.0
0.9238731656184487,0.5901534526854221,0.22862160852713176,0.0,0.0
0.7147536687631028,0.2799872122762148,0.3412063953488372,0.0,0.0
0.8949161425576521,0.6699488491048594,0.03536821705426356,0.0,0.0
0.2653563941299791,0.4840153452685422,0.5689801356589147,1.0,1.0
0.554664570230608,0.5086956521739131,0.7440043604651162,0.0,0.0
0.3165880503144654,0.7202046035805627,0.17853682170542634,0.0,1.0
0.9775157232704403,0.3971867007672634,0.05432412790697673,0.0,0.0
0.3075471698113208,0.7365089514066496,0.2132388565891473,1.0,1.0
0.7419025157232705,0.2746803069053708,0.31928294573643407,0.0,0.0
0.3132337526205451,0.49072890025575444,0.11858042635658914,0.0,1.0
0.6846960167714885,0.6753196930946292,0.1706031976744186,0.0,0.0
0.13341194968553458,0.23523017902813298,0.2084544573643411,1.0,1.0
0.18275681341719077,0.23599744245524296,0.15612887596899225,1.0,1.0
0.8949161425576521,0.9452685421994885,0.10967781007751938,0.0,0.0
0.6075995807127884,0.5023017902813299,0.6345082364341085,0.0,0.0
0.07565513626834383,0.6157289002557546,0.1534035852713178,1.0,1.0
0.3491876310272537,0.09456521739130436,0.20130813953488372,0.0,1.0
0.5825733752620545,0.39367007672634274,0.5193192829457364,0.0,0.0
0.3954402515723271,0.6092071611253197,0.4499757751937984,0.0,1.0
0.7917976939203355,0.5610613810741689,0.1352955426356589,0.0,0.0
0.21750524109014674,0.3648976982097187,0.4479166666666666,1.0,1.0
0.48605870020964365,0.10447570332480818,0.23310319767441862,1.0,1.0
0.1307389937106918,0.876918158567775,0.1580062984496124,0.0,1.0
0.8169287211740043,0.499616368286445,0.02913032945736434,0.0,0.0
0.21601153039832285,0.2081841432225064,0.26647286821705424,0.0,1.0
0.4256027253668764,0.11764705882352941,0.22535125968992248,0.0,0.0
0.6829140461215933,0.8182864450127878,0.0428173449612403,0.0,0.0
0.9477463312368973,0.8649616368286446,0.11264534883720928,0.0,0.0
0.8127096436058701,0.8663682864450128,0.10901162790697674,0.0,0.0
0.34240041928721177,0.865537084398977,0.19234496124031006,1.0,1.0
0.8674004192872118,0.3075447570332481,0.2702277131782945,0.0,0.0
0.604350104821803,0.9487851662404093,0.08454457364341085,0.0,0.0
0.7683700209643606,0.1057544757033248,0.44507025193798444,0.0,0.0
0.7948375262054508,0.3565217391304348,0.43029312015503873,0.0,0.0
0.01839622641509434,0.6171994884910487,0.16672722868217055,1.0,1.0
0.868972746331237,0.8253196930946292,0.2086361434108527,0.0,0.0
0.6073375262054508,0.5384910485933504,0.3933502906976744,0.0,0.0
0.44680293501048224,0.10358056265984655,0.13814195736434107,1.0,1.0
0.7880241090146751,0.7939897698209719,0.049660852713178286,0.0,0.0
0.05345911949685535,0.833759590792839,0.23467781007751937,0.0,1.0
0.819601677148847,0.9944373401534526,0.06486191860465115,1.0,1.0
0.4399109014675053,0.49168797953964194,0.7134205426356588,1.0,1.0
0.5285377358490566,0.4535805626598466,0.3711845930232558,0.0,0.0
0.07156708595387841,0.8736572890025577,0.22565406976744184,1.0,1.0
0.18867924528301885,0.34891304347826085,0.6188226744186046,0.0,1.0
0.07955974842767297,0.7358056265984656,0.13299418604651164,0.0,1.0
0.7448637316561845,0.05185421994884911,0.36155523255813954,0.0,0.0
0.3417714884696017,0.9808823529411765,0.13965600775193798,0.0,1.0
0.4488207547169812,0.6845907928388747,0.2848837209302325,0.0,0.0
0.1870545073375262,0.5954603580562661,0.24079457364341084,0.0,1.0
0.29405136268343823,0.34251918158567773,0.5516593992248062,0.0,1.0
0.5290356394129979,0.38388746803069057,0.4044937015503876,0.0,0.0
0.5802935010482181,0.7617007672634272,0.32279554263565885,0.0,0.0
0.10550314465408807,0.2347186700767263,0.25987160852713176,1.0,1.0
0.11260482180293503,0.4260869565217391,0.44712936046511625,0.0,1.0
0.11252620545073376,0.3943734015345269,0.5962330426356589,0.0,1.0
0.3144392033542977,0.9354859335038365,0.16042877906976744,0.0,1.0
0.7101153039832286,0.09878516624040921,0.5448158914728681,1.0,1.0
0.3961477987421384,0.5300511508951407,0.5635295542635659,0.0,1.0
0.6619234800838575,0.23695652173913043,0.3064437984496124,0.0,0.0
0.39502096436058703,0.7291560102301792,0.1867126937984496,0.0,1.0
0.8949161425576521,0.47423273657289006,0.32309835271317827,0.0,0.0
0.9261006289308177,0.2643222506393862,0.5262233527131782,0.0,0.0
0.9481656184486374,0.7408567774936062,0.2800387596899225,0.0,0.0
0.5228511530398323,0.4906010230179028,0.6630935077519379,1.0,1.0
0.6300314465408806,0.8904731457800512,0.04893410852713178,0.0,0.0
0.6545859538784067,0.9045396419437342,0.012960271317829456,0.0,0.0
0.5799004192872118,0.8273657289002558,0.2424297480620155,0.0,0.0
0.5822851153039833,0.43964194373401533,0.47940891472868213,0.0,0.0
0.04588574423480084,0.6164961636828645,0.1519500968992248,1.0,1.0
0.6493972746331238,0.22736572890025578,0.2810077519379845,1.0,1.0
0.2701519916142558,0.6159207161125321,0.18108042635658914,1.0,1.0
0.3494496855345912,0.03663682864450128,0.18047480620155038,0.0,1.0
0.2358490566037736,0.36432225063938617,0.44622093023255804,1.0,1.0
0.8872117400419288,0.22384910485933504,0.35386385658914726,1.0,1.0
0.08231132075471699,0.4515984654731458,0.23237645348837208,0.0,1.0
0.3954402515723271,0.6375959079283888,0.6334181201550387,0.0,1.0
0.20262054507337526,0.7360613810741689,0.2715600775193798,1.0,1.0
0.6933438155136269,0.9934782608695654,0.0188953488372093,1.0,1.0
0.8949161425576521,0.46195652173913043,0.28240067829457366,0.0,0.0
0.9476153039832286,0.9022378516624041,0.09387112403100775,0.0,0.0
0.5852987421383649,0.06771099744245525,0.5200460271317829,0.0,0.0
0.22885220125786163,0.7361892583120205,0.20875726744186046,1.0,1.0
0.2676624737945493,0.1941176470588235,0.31637596899224807,0.0,1.0
0.02557651991614256,0.6939897698209718,0.16285125968992248,0.0,1.0
0.08107966457023062,0.5791560102301792,0.1501937984496124,0.0,1.0
0.47625786163522016,0.10428388746803069,0.23376937984496124,1.0,1.0
0.08860062893081762,0.22333759590792837,0.5021802325581395,0.0,1.0
0.39478511530398325,0.7941176470588236,0.15467538759689922,0.0,1.0
0.2665618448637317,0.6158567774936062,0.19276889534883718,1.0,1.0
0.8949161425576521,0.8290281329923274,0.1418362403100775,0.0,0.0
0.24095911949685533,0.3095907928388747,0.5581395348837209,0.0,1.0
0.7319968553459121,0.9337595907928389,0.043422965116279064,0.0,0.0
0.7965408805031446,0.1530690537084399,0.4987887596899224,0.0,0.0
0.26530398322851156,0.6624040920716113,0.20276162790697672,0.0,1.0
0.3437631027253669,0.5521099744245526,0.35422722868217055,0.0,1.0
0.23791928721174005,0.7898337595907929,0.5436046511627907,0.0,1.0
0.8129192872117401,0.8483375959079285,0.05571705426356588,0.0,0.0
0.31407232704402516,0.9790920716112533,0.1343265503875969,0.0,1.0
0.8273322851153041,0.09296675191815858,0.8329699612403101,1.0,1.0
0.21616876310272537,0.03567774936061381,0.19095203488372092,0.0,1.0
0.8985062893081761,0.23088235294117646,0.3199491279069767,0.0,0.0
0.10723270440251573,0.7978900255754476,0.1524345930232558,0.0,1.0
0.0057127882599580715,0.18388746803069053,0.2434593023255814,0.0,1.0
0.6313941299790357,0.7885549872122763,0.0519016472868217,0.0,0.0
0.3676100628930818,0.8095907928388747,0.14861918604651161,0.0,1.0
0.8339884696016772,0.3476342710997442,0.4041303294573643,1.0,1.0
0.07651991614255765,0.36572890025575444,0.2806443798449612,1.0,1.0
0.9040880503144655,0.9883631713554988,0.08145591085271317,1.0,1.0
0.8225890985324948,0.19117647058823528,0.35598352713178294,0.0,0.0
0.4237159329140462,0.3981457800511509,0.3334544573643411,0.0,0.0
0.7590408805031447,0.865601023017903,0.02313468992248062,0.0,0.0
0.10754716981132076,0.642838874680307,0.1871971899224806,0.0,1.0
0.5789046121593292,0.9851023017902814,0.0347625968992248,0.0,0.0
0.028301886792452834,0.30115089514066495,0.41224563953488363,0.0,1.0
0.841325995807128,0.913299232736573,0.3536821705426356,0.0,0.0
0.13626834381551362,0.23785166240409206,0.14232073643410853,1.0,1.0
0.07979559748427674,0.7125959079283888,0.1328125,0.0,1.0
0.1960691823899371,0.6141304347826088,0.28409641472868213,1.0,1.0
0.8727201257861636,0.2509590792838875,0.35186531007751937,0.0,0.0
0.4993448637316562,0.8705242966751918,0.12687742248062014,0.0,0.0
0.6061844863731657,0.9921994884910487,0.042635658914728675,1.0,1.0
0.8431079664570231,0.47001278772378513,0.06340843023255814,0.0,0.0
0.81229035639413,0.9024296675191816,0.1267562984496124,0.0,0.0
0.8231656184486374,0.17928388746803067,0.5096293604651163,0.0,0.0
0.08909853249475892,0.26982097186700765,0.4924297480620155,0.0,1.0
0.3949423480083858,0.7546035805626599,0.20058139534883718,0.0,1.0
0.7123165618448638,0.46822250639386187,0.3802083333333333,0.0,0.0
0.9188155136268344,0.2268542199488491,0.3450218023255814,1.0,1.0
0.5488993710691824,0.9798593350383632,0.032764050387596895,0.0,0.0
0.8752620545073376,0.023913043478260867,0.3618580426356589,0.0,0.0
0.8849842767295599,0.22436061381074168,0.31904069767441856,1.0,1.0
0.6886268343815514,0.30025575447570335,0.30268895348837205,0.0,0.0
0.657520964360587,0.6618925831202046,0.18089874031007752,0.0,0.0
0.19232180293501047,0.3656010230179028,0.6094355620155038,1.0,1.0
0.5362159329140461,0.49047314578005113,0.5414849806201549,1.0,1.0
0.3683176100628931,0.7865728900255755,0.1708454457364341,0.0,1.0
0.889412997903564,0.2234015345268542,0.3872940891472868,1.0,1.0
0.8161425576519917,0.22723785166240407,0.31080426356589147,1.0,1.0
0.7681603773584906,0.11982097186700769,0.5736434108527131,0.0,0.0
0.13254716981132075,0.7626598465473147,0.15867248062015502,0.0,1.0
0.8959119496855347,0.9889386189258312,0.08048691860465115,1.0,1.0
0.6779612159329141,0.9932864450127878,0.018168604651162792,1.0,1.0
0.4123427672955975,0.6193094629156011,0.5505087209302325,1.0,1.0
0.31703354297693925,0.47909207161125317,0.15158672480620156,1.0,1.0
0.6599056603773585,0.4650895140664962,0.5375484496124031,0.0,0.0
0.8187893081761007,0.3674552429667519,0.3197068798449612,0.0,0.0
0.869392033542977,0.962531969309463,0.06304505813953488,0.0,0.0
0.21606394129979037,0.4260230179028133,0.4205426356589147,0.0,1.0
0.2672955974842768,0.3177749360613811,0.49212693798449614,0.0,1.0
0.9775943396226415,0.38574168797953967,0.13814195736434107,0.0,0.0
0.2895964360587002,0.9885549872122763,0.14141230620155038,0.0,1.0
0.24080188679245285,0.2574168797953964,0.5025436046511628,0.0,1.0
0.5282756813417191,0.6082480818414323,0.6211845930232557,0.0,0.0
0.6594339622641511,0.5044757033248083,0.4489462209302325,0.0,0.0
0.2750786163522013,0.7363810741687979,0.43865067829457355,1.0,1.0
0.8749475890985327,0.05300511508951407,0.4444040697674418,0.0,0.0
0.8713836477987422,0.3129156010230179,0.5514171511627907,0.0,0.0
0.7596960167714885,0.09641943734015347,0.5913880813953488,1.0,1.0
0.637604821802935,0.32378516624040915,0.44422238372093015,0.0,0.0
0.7599842767295598,0.7857416879795398,0.03355135658914728,0.0,0.0
0.872982180293501,0.22768542199488492,0.3477470930232558,0.0,0.0
0.1646488469601677,0.21323529411764705,0.1211845930232558,0.0,1.0
0.6938155136268345,0.09961636828644502,0.5285852713178294,1.0,1.0
0.3949947589098533,0.7432864450127878,0.1917393410852713,0.0,1.0
0.32984800838574424,0.4833759590792839,0.2919089147286822,1.0,1.0
0.691325995807128,0.4885549872122762,0.38699127906976744,1.0,1.0
0.744392033542977,0.08657289002557544,0.2769500968992248,0.0,0.0
0.7621331236897275,0.6014705882352942,0.13311531007751937,0.0,0.0
0.9131551362683439,0.49392583120204603,0.3885658914728682,1.0,1.0
0.9493972746331237,0.374616368286445,0.16745397286821703,0.0,0.0
0.3424528301886793,0.7951406649616369,0.20639534883720928,0.0,1.0
0.042714884696016774,0.2334398976982097,0.2315285852713178,1.0,1.0
0.11137316561844865,0.16751918158567775,0.061409883720930224,0.0,1.0
0.5495545073375262,0.9274936061381075,0.11555232558139533,0.0,0.0
0.5855607966457024,0.029475703324808183,0.46856831395348836,0.0,0.0
0.3490303983228512,0.12352941176470589,0.7144500968992248,0.0,1.0
0.17890461215932912,0.735997442455243,0.21753875968992248,1.0,1.0
0.7949423480083858,0.34258312020460363,0.3017199612403101,0.0,0.0
0.08600628930817611,0.3180946291560102,0.584968507751938,0.0,1.0
0.037971698113207546,0.4898976982097187,0.1700581395348837,1.0,1.0
0.7443134171907757,0.0923913043478261,0.3098958333333333,0.0,0.0
0.05057651991614256,0.36713554987212277,0.1670300387596899,1.0,1.0
0.6884696016771489,0.2240409207161125,0.2690770348837209,1.0,1.0
0.45204402515723274,0.3965473145780051,0.4444040697674418,0.0,0.0
0.32272012578616355,0.6171994884910487,0.17054263565891473,1.0,1.0
0.9225104821802935,0.3221227621483376,0.875,0.0,0.0
0.1099056603773585,0.5584398976982098,0.15982315891472867,0.0,1.0
0.5813417190775683,0.5907928388746804,0.3601623062015504,0.0,0.0
0.7546907756813418,0.49008951406649615,0.12082122093023256,1.0,1.0
0.663024109014675,0.17858056265984654,0.2751937984496124,0.0,0.0
0.4104821802935011,0.49207161125319687,0.5484496124031008,1.0,1.0
0.4770702306079665,0.44021739130434784,0.3575581395348837,0.0,0.0
0.058595387840670865,0.07218670076726343,0.18374515503875968,0.0,1.0
0.36779350104821806,0.80383631713555,0.14928536821705424,0.0,1.0
0.2654350104821803,0.6163682864450128,0.18604651162790697,0.0,1.0
0.2656708595387841,0.5358056265984655,0.47904554263565885,0.0,1.0
