theta1,theta2,theta3,thetad1,thetad2,thetad3,tau1,tau2,class
0.35213972066055016,0.7213438231526055,0.9446357913883794,0.6967480246342075,0.5811701250934632,0.7684132136861341,0.41445810242093417,0.5706460496222654,0.0
0.26880399971985414,0.2629164040760784,0.20018884714100077,0.1839843164511461,0.3773539598955865,0.1854016019933653,0.31729072044668527,0.5471668233615384,1.0
0.14200215203010302,0.35876758781763723,0.904959850747615,0.9913255012859608,0.07790866314553302,0.8054290659495759,0.4380865869411225,0.689064865009035,1.0
0.20942897982312608,0.4669565914529351,0.8125314059852711,0.8458356490354962,0.060337842032953115,0.5776902048760196,0.4484870202925122,0.4718315963540104,0.0
0.47710815118542055,0.8150726024262573,0.010819046871128168,0.05879712592069891,0.5525728986627794,0.26778153208125427,0.6514704779365807,0.8773220846419022,1.0
0.012841878845374355,0.8187031219388397,0.979212222479867,0.7138107813787038,0.3285474501321619,0.11910448188843353,0.24038501604233503,0.053547138484927315,1.0
0.5486660702954054,0.3487483521168562,0.6465329649425632,0.44853649833998976,0.2829949730183806,0.7323073437430359,0.6810933788907871,0.7243670527361592,0.0
0.2418553407062649,0.38876476856367237,0.6756495964911257,0.7174719562388664,0.8540129620028539,0.15997409601348156,0.025667736155673082,0.45595707227300913,0.0
0.6500645715146769,0.35027159875060854,0.2263923828646291,0.5014422126749709,0.3862455032845458,0.5829659799262676,0.1028442851785491,0.4976962519920252,1.0
0.06347560289738813,0.717666847006892,0.19459453579632308,0.17900547942661665,0.7011912349138811,0.40048056617348987,0.5666269427892828,0.969772892453975,1.0
0.8531624124809257,0.40838167920287843,0.11746196658907254,0.06238667428914024,0.8784351881284058,0.5118952995035688,0.8090362098420768,0.9739569789228728,1.0
0.32827611564933373,0.6947732836663256,0.7242752148607152,0.8103808009168191,0.2258066227948914,0.835210691416771,0.8976990707946164,0.06540593973581915,0.0
0.0637024255968488,0.5276682433605506,0.3937234723889986,0.2960471461485507,0.6381485976403487,0.13846402412753123,0.562102587607817,0.9355017236435892,1.0
0.811028570640282,0.3527040680613567,0.07679429988331699,0.693536770255375,0.6143796190998768,0.7664316807559168,0.11480145006041914,0.4580966240589973,1.0
0.5691952489796959,0.33935561729715835,0.9044902533332131,0.10015585394031928,0.6039417203389246,0.38275660440229814,0.7282345097712405,0.9994223960312856,0.0
0.700966768750146,0.7632623068930493,0.9152358095355337,0.668119181176558,0.46288985906090485,0.3854252668397137,0.5710304596024834,0.9849081167943563,1.0
0.3253993140669337,0.34657179248804204,0.0933299656742862,0.5513345739749121,0.8478134779145535,0.9979510806239031,0.6349214550606275,0.749829969394491,1.0
0.5216810665919611,0.8624328834384491,0.36916246637868233,0.5762865908575415,0.17611735319573918,0.941219386921299,0.3004225176049002,0.06252375427576962,0.0
0.6606583853831739,0.37824114656032426,0.9432914692986762,0.10841332730255959,0.37388049761439923,0.8220302740240639,0.4113029709571232,0.5564376587785802,0.0
0.5444155986103064,0.9203507661627935,0.03074616110746453,0.9105560205382333,0.7105895625788368,0.31422273183590393,0.06479853327221963,0.09589476105699024,1.0
0.7257140537752848,0.6380892891179452,0.7841008642184281,0.10624039177038141,0.856152334577387,0.10782600713553481,0.7111379640818367,0.6649521913944509,0.0
0.3602366278070304,0.7883199529381033,0.7309907231959367,0.6580413337913892,0.09691705347661972,0.19333197852972323,0.5781274219759156,0.24879728351103197,0.0
0.043942321773069115,0.4621808495670507,0.6091357656533798,0.033527299641469666,0.8823796148545635,0.785743734121737,0.6405541897579066,0.42067988904669507,1.0
0.929995086834627,0.5817007587562789,0.8065104773285267,0.6721525485103679,0.2424811521355783,0.008093006029760375,0.7710887953664736,0.21893274122675416,0.0
0.06264100147925544,0.6937961015717208,0.31510198753789276,0.15911108870941004,0.3719096109117288,0.7052936032752997,0.7315096462352598,0.03905953071552881,0.0
0.49335820689625903,0.8992796301733442,0.1649531225044346,0.09082530961877461,0.8007239320516379,0.7813877575276498,0.44110921288387017,0.48505981076593785,0.0
0.13892479142923242,0.6420442086630205,0.2023386481855764,0.30919405606232037,0.5775923873041783,0.6554302863340288,0.814397266552773,0.07731391650497088,1.0
0.30148848748787627,0.5256844123926121,0.07752098198390844,0.9019176003533573,0.5416218476558706,0.2640482168591337,0.9142722613442227,0.6045288151867336,1.0
0.13981218549905244,0.5558512262161948,0.6907536534413531,0.5219517953710716,0.05829027435867906,0.1735946477121506,0.9071536314013084,0.9688202209731085,0.0
0.25662003934776934,0.5104362835330614,0.003603695864305978,0.8165205176738368,0.408294864603692,0.06246299051495979,0.41841576732363844,0.09623315530128757,1.0
0.4576568445805558,0.9363605183392204,0.8970162257845593,0.5106271164633491,0.743016061612232,0.1563790025957047,0.610207091962165,0.39420679055563335,0.0
0.2417152677409839,0.03474584505146594,0.3434906104394954,0.19479885556783227,0.11988313713794768,0.07714527668768556,0.14518104921038372,0.022775766304601486,1.0
0.5939014141002541,0.5277038158682054,0.9901761282144208,0.9494141881468767,0.741307323006255,0.4439652519404113,0.2945131047126963,0.7496290999046495,0.0
0.8755942489436164,0.37783790298474573,0.17078196724703953,0.040344284670206454,0.4428660428532538,0.93799226594618,0.06880786699445801,0.47955548665426445,1.0
0.872131687688223,0.18911194561972344,0.7398520529366287,0.5617978779988619,0.6897418902575897,0.026487383347164384,0.8750022917621567,0.6277488281223954,1.0
0.5540116578908831,0.17769263972960642,0.9683040316927846,0.41293574440484354,0.0,0.7604504704316766,0.6061302554273095,0.8799725617277777,0.0
0.7764231201040785,0.8043520042984331,0.9675696556232566,0.07314550391226554,0.6850030592789017,0.4049416019509172,0.5296245676903204,0.10427710321191147,0.0
0.38190230759598714,0.87952626976597,0.4330892664888387,0.7891040189093939,0.6589946779691058,0.40086127306261315,0.9641285053543898,0.5092383295659886,0.0
0.003829987499549048,0.37194826376961326,0.2582639859110163,0.06788732357002353,0.3181719044104029,0.7874708434236135,0.6640743364306846,0.7058012108846259,1.0
0.6555539461313333,0.5972188670209405,0.41242353123459546,0.5283480410817722,0.550228159057031,0.8695286981363137,0.585990249593733,0.3938283891100398,1.0
0.38162242695513215,0.17949303336329564,0.20047378930092596,0.9725134664436519,0.9316547010742235,0.7233988025375507,0.9794333097212384,0.7226675801644296,1.0
0.0702969971327489,0.3494807741214785,0.9446575467488205,0.06189006394654012,0.5289636500354749,0.5795324547980211,0.40556356514854786,0.08815836850633113,0.0
0.039222287306630355,0.14075271426197394,0.6048449187702597,0.9317375658399997,0.6745619765329693,0.9680667836820804,0.44992708029501227,0.6841281430657519,1.0
0.2004916348849598,0.27384831351803074,0.7892529050038921,0.6815446385581322,0.07914909062735642,0.6484024636909096,0.7185741072544689,0.6485992478646156,0.0
0.024258886674604185,0.68054242233911,0.731776834573831,0.8668200888433781,0.7105818679484682,0.18573216699953093,0.8720396683195133,0.8346644062597934,0.0
0.7025102242653067,0.6998471444036747,0.9343728327548706,0.23946513580515472,0.752065477589787,0.20678379881272513,0.6282795116463186,0.12515586138838325,0.0
0.4581770776959271,0.6783693137744713,0.23700103948173423,0.7676497623724816,0.11320207532140997,0.8160193499914044,0.4005108546189424,0.1713700132690551,1.0
0.2897228889836858,0.8063814955000776,0.05120787353025291,0.7459594036961923,0.5963219136174261,0.35350956038568393,0.25024126005250213,0.7039667140085215,1.0
0.33752782889026134,0.16733705800495563,0.05850281731917717,0.3272030783474442,0.22525207874419384,0.5173424589791643,0.34785949414558937,0.30381885406039755,1.0
0.11355805493831483,0.3554203210339175,0.6932114785526636,0.8217150300234377,0.7034258617057351,0.9477317297835357,0.7360065002708446,0.615045708227481,1.0
0.4092523499362244,0.5003026317815401,0.8180538185167832,0.6465208758062955,0.4910981086598554,0.34926182658655286,0.8687786991124631,0.023331699705947007,0.0
0.35058087834238505,0.5230509849602623,0.8533696665539987,0.08467338982983408,0.41517094550025974,0.5952945159106297,0.2739130797116546,0.5284742920392337,0.0
0.7461323413620611,0.7713919522245294,0.4417579816968438,0.4580201111271755,0.6584457058921234,0.17542177547897436,0.6125005208550356,0.9353300260713595,0.0
0.20467207008741833,0.5236366040041901,0.6855973677075103,0.8764546478297837,0.6258976847653217,0.29733181510432694,0.22150422934288921,0.7353365272415702,0.0
0.8027632045298749,0.44924334090620693,0.33990071065742045,0.872464521674309,0.5687204784892628,0.5855619498984428,0.7267936164006834,0.7881118601348243,1.0
0.9784810254189986,0.3914449180956284,0.6848897878746233,0.985588219299095,0.6605590759226525,0.6851970549470141,0.023310137922413432,0.8246984457202297,0.0
0.058357103291078016,0.7026090576099415,0.3147422281627916,0.11186678533673072,0.41146717497217994,0.3629112960907372,0.24080503354306426,0.11390550299053825,0.0
0.22221249493296663,0.2931588758450461,0.08371993316328774,0.07011729501227604,0.79501478165027,0.85368518962652,0.3502879286636943,0.11811376047688582,0.0
0.4788749806338514,0.5052493340773473,0.8940625376407532,0.8777611680954382,0.5804006620566102,0.8376424400897355,0.7601375057294054,0.16800524094336983,0.0
0.6712943803150793,0.11783207334095391,0.6795225812682102,0.7975670868312041,0.8844102012756105,0.9051485367059808,0.15253135547314473,0.5582371493535503,1.0
0.6981095986060618,0.7457651460569998,0.07274063949086085,0.5770025904914505,0.21052376022258174,0.04638283354168299,0.2030142922621776,0.9869951591286432,1.0
0.22374242067307187,0.0029140254964620804,0.7686402316043836,0.31139564219118704,0.576228315072295,0.7358581318991517,0.34949872911371305,0.8465615477452608,1.0
0.35475017137715076,0.589965791990027,0.6054087009768157,0.40653313189487883,0.3984826188913258,0.19475637942707724,0.5177907412808866,0.21743997252838843,0.0
0.5005470273757755,0.7064710638887546,0.17585229277621212,0.2411067088820829,0.3420082772996199,0.2936674781338942,0.6468494520605025,0.21708824255032572,1.0
0.5827430637353216,0.010292400703592275,0.6767339154926288,0.936325375276392,0.7771786284560167,0.1661959343157251,0.5774923955164798,0.5870740066545311,1.0
0.003557004391075258,0.7851277185758041,0.11907770006574359,0.2100879281506703,0.05467645140628652,0.4508280573814158,0.6195374807283637,0.19752222066638664,1.0
0.9485316745298535,0.09311926824697087,0.6572758680521471,0.9707113969686076,0.646022857828172,0.44379413281603186,0.4206133588899537,0.021389683476359056,1.0
0.023585050818896336,0.35831151641352665,0.24815543727478556,0.20543061448897815,0.790507585578883,0.12555633612995926,0.6599258302429267,0.9758656558180473,1.0
0.9289511718376937,0.040856883306777836,0.9734449294887544,0.8020877795920207,0.8602368566426684,0.7395588151022046,0.5374765615233967,0.06026751481933412,1.0
0.9705926359821979,0.8260432699735647,0.2486998519043634,0.35435296739270283,0.4916969631681924,0.4131688502705009,0.7843968498687446,0.8848759443366473,1.0
0.5203365783570291,0.27146761016991444,0.8052823607006925,0.037932594165624334,0.9165315684150812,0.6210671784499208,0.36745697737405725,0.6597129149913652,0.0
0.876185844990163,0.3199425849107793,0.884709059197397,0.7054042188003624,0.05134467645671292,0.4702910669980453,0.6815933997249886,0.1372555393304128,0.0
0.3429636149861095,0.5154737753633306,0.6034838821963151,0.06040580386809585,0.5870376787475902,0.35554733712112374,0.4926046918621609,0.9377329585992146,0.0
0.7142339069957957,0.7140299562989088,0.11736698586909744,0.46576717941507684,0.8542692727937504,0.4701074787281684,0.5956131505479395,0.12970084615230737,1.0
0.23617044757557049,0.8548086862754363,0.3316872661630389,0.8521241897253123,0.7396779186926983,0.06939397830474803,0.8898920788366182,0.8572584731918412,0.0
0.21052993210705828,0.9679709388540448,0.753769381505715,0.42164207711520324,0.3102090233073007,0.9932327029074863,0.34673694737280714,0.44033676061691107,0.0
0.31685433260537843,0.748084526649383,0.02266908557975117,0.1848716890985806,0.28701634604822357,0.3010248045793069,0.2811792158006583,0.650207037266708,1.0
0.9432157993815566,0.7596049752664884,0.49524910683633017,0.30969093168822315,0.9258112926395289,0.541739535999219,0.32098170757114874,0.5790225573936643,0.0
0.9424249707650743,0.46673306868095543,0.059657973896751204,0.7394864911110197,0.8197673462175055,0.7567619910731531,0.6236893203883496,0.9799972328352438,1.0
0.47290622751669736,0.20400196020445166,0.8025910634285494,0.8128850752940333,0.30992352598742007,0.19719157701262618,0.4370823784324347,0.8106209117641175,1.0
0.6572175778837521,0.5538445651314032,0.9924771555449903,0.6114273435458562,0.7316736457848549,0.5786813692925803,0.10400350014583937,0.9850048008641556,0.0
0.0007430764692274994,0.49665565334750567,0.5733176871611005,0.15608075754299916,0.4458313941980364,0.7647711619970159,0.21162298429101212,0.6758999953324932,0.0
0.3354354889713763,0.00760800370803566,0.5961114680994782,0.17507238918121637,0.6055979231927303,0.21051180801548508,0.27540064169340384,0.5295686556913578,1.0
0.24148446569591858,0.1573377322898023,0.13015409693233498,0.3383789333223683,0.03985075601070026,0.3443176777463426,0.7869736239009959,0.19110439879178254,1.0
0.7925251441584268,0.3990685843256912,0.7119460276038381,0.6329473903418308,0.386394885246528,0.09346102092057312,0.32068502854285597,0.5953888366572649,1.0
0.4708940050893178,0.3857692448593744,0.36537968675464677,0.011573514645627947,0.9393968258853733,0.8102861960722723,0.057249052043835125,0.2132367159422029,1.0
0.43930065388606976,0.46084847332884865,0.23404522886373874,0.09949078870052303,0.4252851391215704,0.5399946515324845,0.0007750322930121789,0.09092886719609528,1.0
0.13296930279742697,0.559112481862003,0.46370383419656125,0.23146233441347852,0.2622300843066156,0.836320180065073,0.5407450310429601,0.9945665219739552,0.0
0.8113259604017973,0.3477316155174711,0.5709537815326704,0.4339021449481437,0.3466529153893138,0.33306254947863057,0.6552731363806825,0.7906073093156769,1.0
0.9946506983486246,0.12171744066957013,0.9316664128541282,0.7654606445588406,0.3230794865930352,0.24449951502983047,0.41314721446726943,0.5485929133910771,0.0
0.7652289556287049,0.6882720096927119,0.5410276913901304,0.5623753997487767,0.3915863727565509,0.319455262828363,0.9902454268927873,0.4291514139211725,0.0
0.22132191738666296,0.3251743982007744,0.7486462594310814,0.3353913127676874,0.831219874858777,0.18435419377158224,0.716859035793158,0.8192833043281125,0.0
0.4177323354195716,0.005412065026543955,0.7173670919928069,0.727472606182958,0.9216800721278731,0.12680961790293382,0.7189657902412601,0.225310555900062,1.0
0.3653240885176248,0.284403526031908,0.04843035074416602,0.07207482050268532,0.6876338268686941,0.6065780313819209,0.8872211342139256,0.9754155748034647,1.0
0.6893041026522604,0.769951796597463,0.2579679007615968,0.08880013688618421,0.7667067671886103,0.21503014880200694,0.20202675111462975,0.3859052962866649,0.0
0.6679551787734277,0.001640317349242859,0.37548956193724586,0.897535385476535,0.8967051592761953,0.4875605682110013,0.8839768323680153,0.4500701792989405,1.0
0.1466025408386975,0.666804532256035,0.023853691486702966,0.09034859552387486,0.7875276409696084,0.05458673537608005,0.06425267719488309,0.9159148646756416,1.0
0.48280312532497993,0.5217825861425438,0.5522746821196938,0.5551909973458405,0.6542139245215134,0.07250410155296577,0.15107546147756157,0.09200739466437291,0.0
0.0027086079081800607,0.5300176216646127,0.8495831726001317,0.4542915543081345,0.9979041418868613,0.8685091465161738,0.4523480145006042,0.3688030512158855,0.0
0.4247784300367373,0.41468491518611583,0.9731371707312931,0.6267437403088694,0.12994373367876028,0.11926180536247538,0.8820542522605108,0.13473175171530877,1.0
0.373973063544313,0.6302288267921509,0.7750774305115216,0.4791915756634404,0.4538537096874335,0.557567657052867,0.3038026584441018,0.8688047181826062,0.0
0.3941435705447778,0.5972053282307137,0.1850004218417451,0.961030148120932,0.9489132263266737,0.7072196883031987,0.09942080920038332,0.9726917511818794,1.0
0.4090438322265447,0.9961921488820941,0.6957178552610563,0.9397706095281804,0.6764269957350522,0.3029185228891063,0.10533355556481516,0.33809502377094547,1.0
0.703740637926241,0.37424534517809344,0.8370069824094646,0.1285162306956657,0.211312592501397,0.30378499585069285,0.6661919246635276,0.2883218979416295,0.0
0.23684136524450167,0.131358652109901,0.84071176110704,0.3836999327506828,0.6772009694172936,0.30779369347762875,0.02790532938872453,0.05619761557080272,1.0
0.31018866342801,0.7321053031175851,0.6723937210846055,0.004219596212285015,0.356113330761381,0.29198467409367884,0.36737197383224296,0.22953881698705764,0.0
0.5480407824560733,0.8407779866703973,0.6999325583826322,0.760929340465917,0.1719322702715037,0.6213576830099138,0.24702112588024494,0.5767738192874717,0.0
0.23051845036854052,0.8737951140364336,0.18323293146053282,0.2605655044163038,0.354994425372964,0.49151249143077874,0.2926913621400892,0.12454241763517432,1.0
0.24186011592099038,0.468852287551162,0.6495283066423361,0.7818973327090333,0.5515274902609859,0.7050646485398896,0.8833843076794867,0.48716352276743147,0.0
0.8991777080242709,0.6958237345080401,0.3655234843809777,0.4286070902268305,0.3597345830120604,0.13501484624217097,0.6015633984749365,0.12084841938215546,0.0
0.6188580127041935,0.9232557657991045,0.8192158731354727,0.17264902621131673,0.8811386567085768,0.9354122140320866,0.7145606066919454,0.19209374354050396,1.0
0.9044222202413925,0.8335440252256863,0.21427862673797476,0.9484047851802135,0.775822250854502,0.37677380227224977,0.19140047501979246,0.8059142312282879,0.0
0.34317239798549615,0.022341393072493054,0.026986994008786014,0.7403213376645253,0.8466791832653995,0.9360438956369664,0.32964540189174546,0.18259536716608987,0.0
0.17859807123771443,0.35329446550183513,0.9897083879649347,0.08826161178176206,0.7146040369745563,0.7678237149351711,0.5079136630692945,0.2221916611656765,0.0
0.03755759439538359,0.16364495027016523,0.05348104338708676,0.9407492396317337,0.1229182708202104,0.07239691996188152,0.35361723405141876,0.07127616304268097,0.0
0.8698666441700995,0.12512337554427255,0.13021113842617477,0.2970114509537598,0.8406675542909239,0.9291168873616986,0.9243385141047544,0.7845870590039541,1.0
0.10009035767419461,0.030544307151082806,0.7866186492255887,0.4149017589609384,0.037149940751346144,0.9640604737638567,0.12847951997999912,0.3357571029451968,1.0
0.8957703270279276,0.43407379012326663,0.5855319955024771,0.4004228615844576,0.7147666855406221,0.5029875542009878,0.12332513854743943,0.7039108706233789,0.0
0.9607960176831507,0.19245310667451732,0.8510750066459973,0.5231134709534679,0.580820948073981,0.8993540982632338,0.7802283428476187,0.8279198589079368,1.0
0.8620488217953535,0.7447088549528345,0.331428854930481,0.511188455931801,0.1737890641790546,0.8219543979472073,0.13553898079086624,0.9762815640148561,0.0
0.6731949157758239,0.05527834956306871,0.1660780338248099,0.9941595228083951,0.7034571708913725,0.47298466772645564,0.9469686236926539,0.110996646062958,1.0
0.05108445126415856,0.4852533373117909,0.08664496790553716,0.21886960131898864,0.6353525281636738,0.16037284336843083,0.7272686361931747,0.764781827395598,1.0
0.08702934953086172,0.5379433887432657,0.952234248986386,0.38265710408788306,0.15394753111151321,0.436304155886604,0.5568232009667069,0.2079007554693178,0.0
0.13327703885751396,0.7326274756739795,0.44088007331025847,0.7059790877172505,0.7139096629168168,0.1027088820641689,0.7231401308387849,0.3796216652330753,0.0
0.946070581918278,0.7337334090089764,0.012756335187491419,0.6141587004301569,0.6322452241551959,0.9485992639489944,0.31196799866661107,0.09080717862548593,1.0
0.6023522177158345,0.5413482617520681,0.13397269330831646,0.502632273570753,0.3868297645283908,0.3989720648692703,0.2167206966956956,0.33850343061751115,1.0
0.8746880193046014,0.1474018530621823,0.26739380863666584,0.48249859731453715,0.030325864942786385,0.30407576571165396,0.5509679569982082,0.809658238482927,1.0
0.5410594185274087,0.5177082066837024,0.12680217956874507,0.012586896861831176,0.9703284439706203,0.5333308218175027,0.02084920205008539,0.47211164676308404,1.0
0.7713672288686138,0.8422091164373124,0.7347504209131627,0.8344748915986104,0.13880529454249052,0.010996725124850615,0.564196008167007,0.11374047328519132,0.0
0.2867564194803293,0.9542078294558414,0.6214702590957305,0.29867902179434974,0.8658228929581396,0.5961891107748274,0.3095587316138172,0.6132562194528348,0.0
0.8556309332042964,0.8955097407613684,0.858008068585631,0.025569596411247508,0.15199521765455992,0.6313420196407613,0.02709612900537517,0.45064194888413245,1.0
0.4543245405712855,0.9369357841906218,0.5583221417038056,0.17469780915784489,0.31135419657180335,0.2328459047081371,0.5851710487936997,0.6272395697892288,0.0
0.162348015526876,0.270967205864473,0.4045605602907365,0.40154315297163723,0.5425059341520067,0.11833272137243372,0.26846118588274503,0.9052137718122595,1.0
0.2265534304081429,0.24297323513905394,0.2793247666737593,0.9689631800040057,0.26863122077698787,0.3876150610298347,0.37066544439351634,0.585449547585232,1.0
0.19525799954582407,0.3217352800166925,0.9914729599441365,0.7411214321053812,0.2954133104369435,0.39186597844058213,0.804561856744031,0.7799503910703927,0.0
0.5642364537769826,0.00517367613196229,0.7138888874149485,0.28189720006738195,0.8419581295361835,0.6143545333568213,0.5646351931330472,0.5000633447353857,1.0
0.8930662290447661,0.9961095888083581,0.31123749265756584,0.2203581059302756,0.6509766077930155,0.6811435214564812,0.908741197549898,0.6476815826848833,0.0
0.13773682412141358,0.6775129189260075,0.8548670720946114,0.2466145208121383,0.9034050596705319,0.06256672319345957,0.16239426642776777,0.31929413961179676,0.0
0.994954985642521,0.23366890065554285,0.0216571960099608,0.18204509550862102,0.7847249381908916,0.9606357035675552,0.5763373473894745,0.16300517426470096,1.0
0.618255805069368,0.8013639136554361,0.7870309398368772,0.3431023025264256,0.4172936021536474,0.2637624877165652,0.11261302554273095,0.6722976802491115,0.0
0.5898228501452727,0.9874694514453852,0.21123208034838292,0.7550798436420214,0.8721545124231134,0.9800960601745045,0.5953389724571857,0.5134407526688137,0.0
0.9428067226534065,0.8836733870389709,0.07756422739551722,0.6305895523476909,0.762061598434753,0.16437092895664557,0.9107554481436727,0.4964501943683196,1.0
0.2960121120668615,0.4943429094169984,0.7323456576565869,0.42267323331268547,0.639893686741515,0.4613077109195756,0.7206608608692029,0.7055469984597228,0.0
0.037962161198515254,0.9657099608861694,0.784567277921546,0.9455553772262243,0.8924293327800275,0.6452573207149119,0.8638843285136881,0.771722243337134,0.0
0.09318858065762142,0.045916143387999875,0.9392579724110193,0.3314271843758746,0.2108790398799425,0.01644998652271079,0.20087670319596646,0.0606784221159809,1.0
0.291822922304073,0.09636353403837689,0.1409158370003497,0.1750620431324122,0.43274335860532964,0.85625356829802,0.5098962456769032,0.5346562381228621,1.0
0.57627477009994,0.3112520089175498,0.9363936934924411,0.2014821378120229,0.43366777557788,0.38813239791749354,0.06347931163798481,0.9221784921285832,1.0
0.6539531880394667,0.6993825780723629,0.13287006796692974,0.9777002855774753,0.09990389672001782,0.37935995610860784,0.647726155256469,0.9514946023617585,1.0
0.25207934072324345,0.2037999402169498,0.40768669946243036,0.9296086673360648,0.900690181810849,0.44680768651188657,0.05802908454518929,0.32219799563921503,1.0
0.47777031429402167,0.9429865615561007,0.1733926104999859,0.9077657707607396,0.8216212214721579,0.9056573839626627,0.7051243801825076,0.6062132850579771,1.0
